Unnamed: 0,city,class,mfcc,chroma
303,terrorist 1,positive,"[-2.84546749e+02  1.53383900e+02 -1.19325522e+02 -4.03969917e+01
 -2.22027374e+00 -5.00735870e+01 -2.81149896e+01 -1.54302202e+01
 -2.60274216e+01 -1.89244735e+01 -9.00512638e+00 -9.77709878e+00
 -1.36115276e+01 -1.07196653e+00  3.38217599e+00 -6.89584209e+00
 -5.45551594e-01  3.82871990e+00 -4.60033490e+00 -1.32102011e-01
  4.60218677e+00 -1.46931968e+00 -1.29823211e+00  1.51965769e+00
 -2.25245816e+00 -5.63559627e-01  2.85945785e+00 -1.73642400e+00
 -1.69693397e+00  3.32600348e+00 -5.17483407e-01 -2.78311697e+00
  2.65442169e+00  2.16983346e+00 -2.38422202e+00  1.95891664e-01
  2.31106073e+00 -1.33919901e+00 -1.82135238e+00  1.13391586e+00]","[0.61007537 0.60068961 0.66181169 0.65132029 0.6692022  0.69125755
 0.6826144  0.62154822 0.61531222 0.6481502  0.68511971 0.66699511]"
304,terrorist 1,positive,"[-2.83568775e+02  1.58999264e+02 -1.21010685e+02 -4.50695447e+01
 -9.12192931e+00 -5.13131587e+01 -2.85989574e+01 -2.06562975e+01
 -2.66779194e+01 -1.52276891e+01 -8.35687268e+00 -1.01680522e+01
 -1.32984732e+01 -3.09949172e-01  3.33848061e+00 -9.71842197e+00
 -1.84354263e+00  6.29468931e+00 -4.86447419e+00 -4.18708920e+00
  3.32686795e+00 -1.34794874e-01 -2.51751917e+00  3.35482777e-01
  2.05623119e-01  1.01810201e+00  1.63121979e+00 -1.16801977e+00
  2.26668073e-01  3.97276211e+00  2.22998070e-01 -2.07414926e+00
  2.74201838e+00  2.54361371e+00 -2.15362688e+00  6.38263552e-01
  3.27201860e+00 -1.11718794e+00 -1.99510180e+00  1.69831757e+00]","[0.57753962 0.57688851 0.63879809 0.66177073 0.65814238 0.67971142
 0.67393013 0.63753483 0.6580922  0.70234916 0.71748794 0.65759051]"
305,terrorist 1,positive,"[-2.79512721e+02  1.51889465e+02 -1.20139771e+02 -4.55415595e+01
 -4.68704973e+00 -5.03877697e+01 -2.97119574e+01 -1.75323584e+01
 -2.89170847e+01 -1.89778197e+01 -5.31589288e+00 -1.03756086e+01
 -1.60834827e+01  2.41651822e+00  4.66082074e+00 -1.24914749e+01
 -8.73536594e-01  8.78043972e+00 -5.20549602e+00 -3.37925556e+00
  6.02526121e+00  1.14870277e+00 -2.21001166e+00  9.05914162e-01
  1.32135699e+00  1.23926891e+00  1.23209381e+00 -1.07872800e+00
  1.92549300e-01  3.56779423e+00 -3.81619574e-01 -2.64540114e+00
  2.68027105e+00  1.67832465e+00 -3.40953990e+00  2.87003728e-01
  2.56075755e+00 -2.38552966e+00 -2.08594169e+00  2.41113707e+00]","[0.56062677 0.54858795 0.65155472 0.71234695 0.73812616 0.72961277
 0.69070674 0.61136606 0.62486821 0.65838282 0.66893112 0.63883942]"
306,terrorist 1,positive,"[-4.59465087e+02  4.69603804e+01 -3.49242713e+01  4.23593838e+00
 -3.69068491e+00 -5.77152230e+00  1.90165279e+00 -3.46168098e+00
  1.24746866e+00 -1.10708420e+00 -4.37248861e-01  1.94028432e+00
 -2.63070441e+00  1.12340539e+00 -2.80310175e-01 -9.09616315e-01
 -6.24522593e-01 -1.65646309e+00 -7.53986078e-01 -2.19982501e+00
 -1.52855923e+00 -7.87337668e-01 -1.88723590e+00 -1.48958416e-01
 -9.98590308e-01  3.93707776e-01  2.00383280e-01 -6.79954032e-01
  2.35821925e-01 -2.98792245e-01 -1.80586322e-01 -2.61601909e-01
 -6.11212793e-01  1.90405930e-01 -1.52949548e+00 -7.57131474e-01
 -1.16176116e+00 -2.00337376e+00 -1.40635063e+00 -1.64840599e+00]","[0.82530377 0.81361525 0.81548583 0.83645234 0.82520546 0.73391847
 0.67946515 0.69131966 0.71177108 0.74599311 0.82104397 0.86034492]"
307,terrorist 1,positive,"[-4.69627872e+02  4.46895909e+01 -3.78614807e+01  1.15343420e+01
 -5.37856179e+00 -1.90001416e+00  5.88626220e+00 -4.78682233e+00
  6.03288358e+00 -7.22183274e-01  1.01386392e+00  3.99948236e+00
 -2.64113422e+00  3.02393085e+00 -1.58519286e+00 -1.26710170e+00
 -5.87432755e-01 -3.95987290e+00 -8.32347236e-01 -4.00801251e+00
 -2.67093564e+00 -2.03332013e+00 -4.25305490e+00 -7.40913615e-01
 -2.96644369e+00 -1.25484493e+00 -4.80775972e-01 -1.75984805e+00
  3.46859690e-01 -1.12543600e+00  1.57312976e-01  1.21170269e-01
 -1.13089917e+00  8.38993340e-01 -1.41480776e+00 -3.89258050e-01
 -5.04150750e-01 -1.84859007e+00 -6.37900656e-01 -1.78777432e+00]","[0.83479933 0.82001897 0.83736624 0.84701    0.83982725 0.7340597
 0.69507195 0.70293379 0.73231352 0.77841136 0.86346545 0.86660108]"
308,terrorist 1,positive,"[-3.08123250e+02  7.87932111e+01 -9.66887360e+01  1.43429567e+01
 -2.47713944e+01 -1.57024781e+01  4.06355351e+00 -1.81592056e+01
  7.34549291e+00 -6.59796153e+00 -1.65210698e+00  5.13548005e+00
 -9.29577866e+00  4.55442282e+00 -5.11598262e+00 -4.13496982e+00
 -1.70448930e+00 -8.69273147e+00 -1.18035629e+00 -8.28930173e+00
 -4.96641078e+00 -2.59428100e+00 -8.38627153e+00 -1.85711568e+00
 -6.07326473e+00 -2.44227129e+00 -1.35982649e+00 -4.18460842e+00
  1.28762931e+00 -2.22618974e+00 -4.27940787e-01  1.53642372e-01
 -1.60435214e+00  2.20030319e+00 -1.69480150e+00  2.83789173e-01
 -2.97178080e-01 -2.03279412e+00  1.81930635e-01 -1.91652475e+00]","[0.79303381 0.76484392 0.78992893 0.82126986 0.79896317 0.73791191
 0.69348111 0.69956827 0.71845348 0.73734855 0.78237449 0.82587173]"
309,terrorist 1,positive,"[-229.74380654   92.93213905 -118.98907899   16.95615599  -31.95197178
  -18.95720228    4.04358241  -22.9736602     8.5859238    -8.55504294
   -2.71246295    5.51131497  -11.69865293    5.45593697   -7.57378862
   -4.53600502   -0.82929267  -10.77536526   -1.09160065   -9.56164779
   -6.1184482    -3.46689179  -10.51771991   -0.40243173   -6.97562358
   -3.69989755   -1.65660148   -6.28462107    0.84653453   -3.69336618
   -1.61033319    0.48346871   -3.09796418    2.491643     -1.80627702
    0.43098958    1.08743653   -1.64297132    1.17571125   -1.75409075]","[0.7501406  0.75551516 0.76799357 0.76168836 0.74675494 0.71096246
 0.71036122 0.70549667 0.7203367  0.72864763 0.74381339 0.75848164]"
310,terrorist 1,positive,"[-3.29342945e+02  7.01902407e+01 -8.49922522e+01  1.20437597e+01
 -2.18073501e+01 -1.37495929e+01  3.94549566e+00 -1.59097777e+01
  6.44622283e+00 -4.82364538e+00 -1.33713265e+00  4.72912132e+00
 -7.44286191e+00  4.69211124e+00 -3.51695513e+00 -3.20148551e+00
 -1.18860008e+00 -7.47836694e+00 -9.94579964e-01 -6.98997986e+00
 -4.86556714e+00 -2.44018703e+00 -7.26647322e+00 -1.54994002e+00
 -5.00561181e+00 -2.36641326e+00 -1.68849352e+00 -3.82902853e+00
  7.58158866e-01 -2.29952021e+00 -5.20254769e-01  1.27289760e-01
 -1.43391080e+00  2.33985827e+00 -1.08533801e+00  9.90545787e-01
  7.88637108e-01 -1.29120616e+00  3.22814377e-01 -2.05917701e+00]","[0.78874965 0.78705832 0.81866825 0.81947665 0.7951414  0.71893066
 0.70193942 0.71863224 0.73044278 0.75009023 0.81008168 0.82098734]"
311,terrorist 1,positive,"[-4.75856554e+02  5.90222368e+01 -3.35828511e+01  6.22471157e+00
 -4.13566546e-01 -7.29744777e+00  2.95776373e+00 -1.13692933e+00
  2.39796800e+00  3.31564541e-01  1.90430972e+00  3.86920713e+00
 -7.91245373e-01  2.57057084e+00  3.97176298e-01 -3.71365065e-01
  9.34134193e-01 -1.29939133e+00 -6.70477639e-01 -9.66562061e-01
 -7.61948142e-01 -1.17803318e+00 -2.10055782e+00 -4.01896230e-01
 -2.04438400e+00 -1.28921579e+00 -7.30820653e-01 -1.69800098e+00
 -7.80903043e-01 -1.35865014e+00 -1.43202738e+00 -1.27854072e+00
 -1.54918483e+00 -1.25635958e+00 -2.41455987e+00 -1.63937068e+00
 -2.27820306e+00 -3.06828409e+00 -1.93538898e+00 -2.33301313e+00]","[0.82020699 0.80962257 0.82410073 0.83272229 0.82899939 0.71976156
 0.67919284 0.69104043 0.718492   0.75802835 0.83546783 0.84907839]"
312,terrorist 1,positive,"[-242.47370937   88.16845424 -120.60340111   16.44456906  -36.57742241
  -20.60123504    4.14067894  -26.00983418    9.93371916   -8.35005047
   -2.21283176    5.6731991   -11.83125418    5.82462955   -7.34721163
   -3.79350284   -1.77454428  -13.1558737    -1.61087776  -10.41544921
   -5.94796774   -3.34955344  -10.22114572   -0.36028901   -7.00610644
   -3.33225835   -2.38129559   -6.60735324    1.36929087   -3.64526152
   -0.28448174    0.62354087   -2.02336869    3.96923258   -1.23932986
    1.93624293    1.53682588   -1.6801005     1.8415755    -2.30879383]","[0.7660511  0.778997   0.78818393 0.78376289 0.76995977 0.73058198
 0.74175436 0.74619557 0.7558506  0.76123292 0.80404221 0.79531571]"
313,terrorist 1,positive,"[-3.27338532e+02  8.74078118e+01 -8.97200185e+01  7.08180015e+00
 -1.68533070e+01 -2.08454055e+01  7.13392210e-01 -1.63048057e+01
  3.49790692e-01 -4.43507945e+00 -7.45500261e-01  2.72456469e+00
 -6.58471501e+00  4.37436606e+00 -2.49342752e+00 -3.47306893e+00
 -1.15954456e+00 -5.80177904e+00 -1.32731835e+00 -5.97306270e+00
 -2.90872734e+00 -2.08977661e+00 -6.20207293e+00 -5.01998674e-01
 -3.63609894e+00 -1.81448416e+00 -1.04843429e+00 -3.51634801e+00
  2.90181444e-01 -2.46135870e+00 -1.08830847e+00 -6.12993587e-01
 -1.81631704e+00  1.29442070e+00 -2.03464271e+00 -8.84043662e-01
 -6.61442058e-01 -2.60130934e+00 -1.24647967e+00 -2.48851165e+00]","[0.74556128 0.73303819 0.7627095  0.76821175 0.76796597 0.72268973
 0.7072384  0.69685844 0.70854995 0.70952779 0.74628774 0.76303808]"
314,terrorist 1,positive,"[-3.77155348e+02  5.14694506e+01 -5.79833185e+01  7.76798871e+00
 -1.45264756e+01 -9.01060169e+00  3.85789437e+00 -9.26601088e+00
  4.49572829e+00 -2.50150772e+00 -4.26498616e-02  3.32462014e+00
 -4.76742498e+00  3.26511976e+00 -2.80370728e+00 -2.56384461e+00
 -1.00252525e+00 -4.82028339e+00 -1.22362360e+00 -5.40398955e+00
 -3.33076866e+00 -2.10731833e+00 -5.27158303e+00 -1.10559325e+00
 -3.95185953e+00 -1.81804168e+00 -1.18161270e+00 -2.08924675e+00
  1.66120113e+00 -4.28169683e-01  5.32538922e-01  2.45221216e-01
 -1.46109075e+00  1.12836620e+00 -1.28761917e+00  3.41272396e-01
  2.43839552e-01 -1.48113724e+00 -3.98651975e-01 -1.76936683e+00]","[0.79209075 0.78078943 0.80552261 0.80770621 0.79747407 0.71685378
 0.69120322 0.68112169 0.70972915 0.74740568 0.82924989 0.83463984]"
315,terrorist 1,positive,"[-3.20326982e+02  6.58491218e+01 -7.23071792e+01  4.65784295e+00
 -1.69533135e+01 -1.46114777e+01  1.34246802e+00 -1.25093339e+01
  2.20835798e+00 -4.06600266e+00 -2.02269151e+00  2.48656084e+00
 -5.70957180e+00  2.38681293e+00 -2.95464122e+00 -1.96500944e+00
 -4.00340375e-01 -4.52638280e+00 -3.09707661e-01 -4.55165274e+00
 -2.37707720e+00 -1.30515442e+00 -5.45257677e+00 -9.31101124e-01
 -3.70455666e+00 -1.90059864e+00 -7.97740618e-01 -2.48061721e+00
  3.52349927e-01 -1.74870156e+00 -1.84501334e-01  5.18504872e-01
 -1.17165801e+00  1.25380870e+00 -1.18138315e+00 -1.82690666e-01
 -2.48229572e-01 -1.28108238e+00 -4.16727658e-02 -1.68718838e+00]","[0.78674847 0.76967606 0.7721208  0.7800597  0.78382632 0.71340031
 0.68421541 0.70144495 0.72347805 0.74814259 0.78260541 0.79879694]"
316,terrorist 1,positive,"[-3.11951293e+02  6.38459738e+01 -7.65666875e+01  1.05476004e+01
 -2.12962478e+01 -1.32340735e+01  2.10982625e+00 -1.50387697e+01
  4.27782281e+00 -5.26962807e+00 -2.52718363e+00  3.21711441e+00
 -7.43607424e+00  3.28039065e+00 -3.89942456e+00 -1.93096803e+00
 -1.58213345e-01 -5.82202206e+00 -8.69175285e-02 -5.24443375e+00
 -3.59736040e+00 -1.92565701e+00 -6.30043348e+00 -6.55621282e-01
 -4.93747491e+00 -2.72410029e+00 -1.86793477e+00 -3.93603518e+00
  5.52713675e-01 -1.73683224e+00  1.01751110e+00  2.11650353e+00
 -8.72610604e-01  2.55358098e+00 -8.27620298e-01  4.77679370e-01
  6.91309455e-01 -1.19686708e+00  6.29523845e-01 -1.74745980e+00]","[0.74607996 0.74719812 0.74276415 0.75941334 0.76643371 0.69191227
 0.66950184 0.67668595 0.70492506 0.74242854 0.77416561 0.75964079]"
317,terrorist 1,positive,"[-3.41088414e+02  8.45893714e+01 -7.72723941e+01  7.39487713e+00
 -1.58531347e+01 -1.60617486e+01  4.42161415e+00 -1.11224103e+01
  1.45257207e+00 -3.14359041e+00 -5.04812192e-01 -4.07442551e-01
 -8.40286148e+00  3.85049428e+00 -2.41981977e+00 -3.18565666e+00
 -1.77200128e+00 -5.42825923e+00 -1.48517502e+00 -7.10567683e+00
 -4.92774520e+00 -2.87266556e+00 -5.95907195e+00 -1.97074823e+00
 -4.66657094e+00 -2.18646529e+00 -3.86066159e+00 -6.05989785e+00
 -1.70509574e+00 -4.72415264e+00 -2.34192669e+00 -7.25948736e-01
 -2.51051764e+00 -4.83766767e-01 -3.67955309e+00 -1.55906660e+00
 -8.40281240e-01 -2.16853859e+00 -1.00232031e-01 -7.05059821e-01]","[0.73000887 0.71496964 0.72744506 0.7402631  0.73670561 0.68075428
 0.64263991 0.64958946 0.70436617 0.77430438 0.72183299 0.74202994]"
318,terrorist 1,positive,"[-4.46392854e+02  7.45948442e+01 -4.31124961e+01  2.40531500e+00
 -2.90862929e+00 -8.67580900e+00 -1.17169764e+00 -6.78269535e+00
 -7.09942485e-01 -3.08598366e+00 -2.94845358e-01  4.54697618e-01
 -4.45298295e+00  1.27564956e+00 -2.28468782e+00 -2.06598240e+00
 -8.03025339e-01 -2.98758975e+00 -7.38930130e-01 -3.82766927e+00
 -2.83520150e+00 -5.53764220e-01 -2.52447472e+00 -1.05774692e+00
 -2.75755104e+00 -1.53328326e+00 -7.04326226e-01 -1.57647100e+00
 -3.49027589e-01 -1.83933969e+00 -7.52084554e-01  2.66858231e-01
 -1.38893296e+00 -4.17108171e-01 -1.00064790e+00 -8.90088675e-01
 -1.28287351e+00 -2.00633257e+00 -1.40444101e+00 -1.62245256e+00]","[0.77790366 0.76854713 0.79958738 0.82276737 0.81596627 0.70622924
 0.66932915 0.67910673 0.73837587 0.77790725 0.8120469  0.81832997]"
319,terrorist 1,positive,"[-5.29940353e+02  3.90914811e+01 -1.34061041e+01  1.16128392e+01
  8.77225832e-01  1.22221760e+00  5.48310430e+00 -1.40992655e+00
  4.53904567e+00  5.51923735e-01  9.79300599e-01  2.65805784e+00
 -8.28827192e-01  1.99769670e+00 -7.59436960e-01 -5.49094987e-01
 -1.31137350e-02 -1.99689240e+00 -1.11058635e-01 -1.99125267e+00
 -1.26859328e+00 -9.05898354e-01 -2.40157341e+00 -5.45923628e-01
 -1.48705361e+00 -5.43806146e-01 -1.34004027e-01 -8.69001049e-01
  5.48005095e-01 -5.55938818e-01 -4.19188093e-02 -1.39560656e-02
 -1.01351504e+00 -2.15516623e-01 -1.33414897e+00 -1.12184466e+00
 -1.28902400e+00 -1.80709436e+00 -1.00868206e+00 -1.83168403e+00]","[0.83446102 0.8239854  0.83744243 0.85536405 0.81453414 0.71182859
 0.70259905 0.72156737 0.75918713 0.81192764 0.90327929 0.87828263]"
320,terrorist 1,positive,"[-4.47854278e+02  7.02992930e+01 -3.89869968e+01  2.64764069e+00
  1.02980754e+00 -1.20300926e+01  1.22815877e+00 -3.86143849e+00
 -8.24021786e-01  1.45058083e+00 -6.44209767e-01  2.29130621e+00
  1.25166154e-01  1.89825419e+00  2.58207568e+00 -2.84350038e-01
  9.12087741e-01  9.84160373e-01 -2.26946273e-01 -5.78854323e-01
 -4.64358141e-01 -8.52641944e-01 -1.30956961e+00 -6.37603035e-01
 -1.00442663e+00 -8.33693855e-01 -7.59083766e-01 -1.27882816e+00
 -7.75911538e-01 -9.56882509e-01 -1.44757370e+00 -2.14084187e+00
 -2.59879575e+00 -2.31816137e+00 -3.36026202e+00 -3.43830156e+00
 -2.99783745e+00 -3.62813857e+00 -3.65881994e+00 -3.36921269e+00]","[0.78516052 0.76890362 0.78411225 0.78435473 0.7729082  0.70855135
 0.69118719 0.70865195 0.72344395 0.76451128 0.83302291 0.83144093]"
321,terrorist 1,positive,"[-389.24645512   75.61111323  -60.64542465    2.22432742   -9.77304305
  -12.32721459    4.61312266   -7.37851973   -0.61539596   -0.45007965
    2.12239456   -0.9582203    -7.09624852    3.17082444   -0.93855921
   -2.36789801   -1.50835947   -3.93923874   -0.89595643   -5.87748749
   -5.13093653   -2.10453311   -3.85329543   -2.4248423    -4.15816875
   -1.87792651   -2.69227588   -4.66692829   -1.69192884   -3.73276762
   -2.38776471   -0.75079483   -2.17122194   -1.71141161   -3.40846627
   -1.8282486    -1.7137128    -2.53942738   -1.06931442   -0.7749756 ]","[0.73040013 0.71316441 0.73844658 0.75776917 0.76639978 0.69693438
 0.66379084 0.66303328 0.71719204 0.78483968 0.73298312 0.74941453]"
322,terrorist 2,positive,"[-8.63806536e+01  1.40574340e+02 -8.08365330e+01  6.66972611e-01
 -1.52648588e+01 -1.50743939e+01 -2.82475788e+00 -4.13633730e+00
 -5.87655374e+00  3.23903794e+00 -1.23301225e+00  3.77222995e+00
  2.09184394e-01  9.80559414e+00  4.48805079e+00  3.46389239e+00
  2.52891879e+00  6.85460248e+00  1.11674316e+00  1.05124863e+00
  1.96641125e+00  5.88188344e+00 -1.17313003e+00  3.13651506e+00
  6.63039913e-01  4.74033232e+00  1.80842461e+00  2.65419373e+00
  9.56472423e-01  2.50992713e+00 -1.40029973e+00  5.71603011e-01
 -3.20793944e-01  3.29624259e+00 -1.11340427e+00  1.44933131e+00
  1.27178316e-01  8.52849183e-01  3.58930853e-01  2.43574126e+00]","[0.66974246 0.65834848 0.68855542 0.69661528 0.67384838 0.67458103
 0.67033109 0.67036219 0.70343683 0.73629451 0.74304261 0.72768847]"
323,terrorist 2,positive,"[-1.11921415e+02  1.42347888e+02 -8.45217320e+01  2.67182121e+00
 -1.10651700e+01 -1.71367086e+01  1.25411664e+00 -5.56842389e+00
 -4.24171896e+00  6.17886613e+00 -6.46352779e-01  6.07886135e+00
  1.03625225e+00  7.17230583e+00  5.45880114e+00  2.49892096e+00
  2.77702733e+00  6.88459108e+00  2.05383902e+00  2.59976826e+00
  2.51675470e+00  5.68887595e+00  1.31363283e+00  3.89369657e+00
  2.25046234e+00  4.09486958e+00  6.80354059e-01  1.38103444e+00
  1.77717346e-01  2.02257571e+00 -3.39780255e-01  1.16085927e-01
 -4.65832989e-01  2.23703863e+00 -9.09499511e-01  1.81706301e+00
  8.72441881e-01  1.83549886e+00  5.88232432e-01  1.96963995e+00]","[0.66845075 0.65954292 0.68243038 0.69583454 0.68377065 0.68083061
 0.68041817 0.67514449 0.66205063 0.67607106 0.70319486 0.68831627]"
324,terrorist 2,positive,"[-1.57118333e+02  1.33673439e+02 -7.40260815e+01  4.86049819e+00
 -4.50195017e+00 -1.39828858e+01  3.14386769e+00 -3.42262114e+00
 -2.28242112e+00  6.89065408e+00  6.04231303e-02  6.61013977e+00
  3.34454634e+00  5.74581704e+00  4.94035467e+00  3.88602579e+00
  2.49571114e+00  6.52620411e+00  2.40500893e+00  1.95464781e+00
  2.33408128e+00  4.17568440e+00  3.56215315e-01  3.04469413e+00
  4.23141666e-01  3.03275813e+00  1.53904767e+00  1.46428444e+00
  1.53689223e+00  2.42545517e+00 -3.58555931e-01  1.43292486e+00
  1.53260024e-01  1.89928474e+00 -8.43442714e-02  1.93190956e+00
  1.77845823e+00  1.90428017e+00  1.09324627e+00  2.28484389e+00]","[0.74669769 0.73210989 0.75542435 0.75902644 0.75692448 0.75289581
 0.74023422 0.73181811 0.73997651 0.77223304 0.76326146 0.7468081 ]"
325,terrorist 2,positive,"[-7.20960503e+01  1.47966273e+02 -8.44812880e+01 -2.36709268e+00
 -1.43238164e+01 -1.71008470e+01 -3.47817773e+00 -4.56282800e+00
 -5.35525840e+00  4.98397166e+00 -1.07964581e+00  4.35563820e+00
  5.12824604e-01  7.87033487e+00  4.04067427e+00  2.29715212e+00
  1.44179480e+00  6.85498565e+00  1.14784197e+00  2.18859019e+00
  2.33285521e+00  5.50770603e+00 -2.39209685e-02  3.48005423e+00
  1.70585420e+00  4.47614460e+00  2.51864012e-01  1.25233588e+00
  2.90879250e-01  2.45217405e+00 -6.71100580e-01  9.87651811e-01
 -4.16552623e-01  2.14862104e+00 -2.47280593e+00  7.21875864e-01
  3.46673128e-01  1.41243150e+00 -6.26118087e-01  1.78903077e+00]","[0.64112623 0.63784442 0.65927781 0.66767399 0.67137345 0.6400743
 0.62619743 0.64128272 0.65332008 0.67686511 0.67138874 0.6522562 ]"
326,terrorist 2,positive,"[-141.63603612  131.02353384  -75.45551677    2.13204436   -5.43213183
  -15.91922665   -1.26966939   -3.62741177   -0.3719045     7.56732869
    1.21271893    6.5321739     3.2517625     5.58072526    0.84936686
    2.30348679    2.72062955    4.59014693    2.37024139    3.52156475
    3.73546068    6.2088721     0.8124264     3.67903506    1.3821383
    1.46688571    0.35503551    3.0086798     2.45625903    2.94662923
    0.60018261    2.11927809   -0.64063703    2.25763414    0.74087645
    1.25121376    1.21385812    0.50710643    0.19648181    2.91440851]","[0.647882   0.63510035 0.69585141 0.700212   0.7212469  0.71354919
 0.67901899 0.65499145 0.67262724 0.70420074 0.69590705 0.69173228]"
327,terrorist 2,positive,"[-1.17374605e+02  1.20564780e+02 -7.54029194e+01 -4.94504726e+00
 -8.27736924e+00 -1.04607362e+01  3.51947982e-02 -1.36833913e+00
 -4.04859287e+00  4.10830114e+00 -2.00823700e+00  2.83321668e+00
  1.25244229e+00  1.07699955e+01  3.64516421e+00  2.30523768e+00
  3.29125287e+00  3.95479291e+00 -1.29001609e+00  3.20066221e+00
  2.93664646e+00  3.82457246e+00  3.17407309e-02  6.57176735e+00
 -1.51057597e-01  7.07420437e+00  3.38601336e+00  1.16347218e+00
  3.73328658e+00  3.35041424e+00 -2.57408628e+00  2.29751039e+00
  1.17669856e+00  2.26038381e+00  8.01058817e-01  1.33839806e+00
  1.75308204e+00  1.64549111e-01 -1.87473299e+00  3.35176024e+00]","[0.61657291 0.60279719 0.62683401 0.6249241  0.61189159 0.6134465
 0.63467814 0.6261287  0.63013667 0.63993212 0.66376508 0.70590688]"
328,terrorist 2,positive,"[-8.83666272e+01  1.19985213e+02 -7.69182859e+01  1.77715803e+00
 -9.76055670e+00 -7.42222920e+00 -3.87880920e+00 -6.91292551e+00
 -3.26619594e+00  7.51063844e+00  3.91498062e-01  4.22744172e+00
  3.60567058e-01  9.96244219e+00  2.25072066e+00  1.18231398e+00
  1.85590780e+00  6.08264821e+00 -2.80917466e-01  1.47740756e+00
  1.70797524e+00  3.96622242e+00 -1.45611654e+00  3.91842291e+00
  1.25034242e+00  6.72766750e+00  3.44440673e+00  2.65187602e+00
  1.53246611e+00  3.68849345e+00  1.39948975e-02  2.26753563e+00
  5.25105255e-01  3.75250941e+00 -1.57659721e+00  1.45392166e+00
  1.02083556e+00  1.84550297e+00 -7.44625364e-01  2.31520249e+00]","[0.64696133 0.60864807 0.62478878 0.63367825 0.66183558 0.6801009
 0.67953338 0.67356613 0.68662301 0.71420629 0.71214864 0.68397022]"
329,terrorist 2,positive,"[-94.77293474 114.76669764 -71.38823896   2.57423486  -8.69830881
  -7.12347227  -5.28068699  -5.28773346  -4.60461956   6.0888891
   0.65916165   3.66174077  -0.62384644   9.27000808   2.00136029
   1.35080032   1.82173199   6.17253659  -0.90687382   0.50399462
   1.92514826   5.10855775   0.50197339   7.06225816   3.02939949
   6.00814052   3.37713193   3.29133658   1.88729845   5.30733195
   0.5243486    1.65901781   0.2258753    3.57816399  -0.92213311
   2.21520266   0.4085556    1.26140498  -1.06312704   1.88160517]","[0.63039088 0.60203713 0.63531079 0.65150895 0.63911539 0.6473246
 0.66489146 0.65239158 0.66456027 0.68869753 0.69599244 0.68498608]"
330,terrorist 2,positive,"[-1.38154527e+02  1.27459031e+02 -6.88632072e+01  5.89133099e+00
 -7.86373875e+00 -1.13217276e+01 -1.87483482e+00 -6.36876997e+00
 -5.43535790e+00  4.62877877e+00  1.70632200e-01  4.87359804e+00
  1.35322670e+00  9.18499585e+00  4.33105464e+00  3.17316516e+00
  2.50468586e+00  5.74523203e+00  1.62301789e+00  2.62976426e+00
  3.07845122e+00  5.08776130e+00  1.00659484e+00  4.32344488e+00
  1.42702480e+00  5.48271854e+00  2.30297769e+00  1.64075250e+00
  8.19496521e-01  1.97299220e+00  6.94185254e-02  1.76345042e+00
 -5.39709978e-01  2.34002750e+00 -7.40084620e-01  2.23289210e+00
  1.02489731e+00  1.12950427e+00 -6.25909532e-02  2.07706108e+00]","[0.69686681 0.69316704 0.68940555 0.68986608 0.70502041 0.70460164
 0.69629582 0.68026219 0.70230349 0.71765343 0.71026227 0.71912399]"
331,terrorist 2,positive,"[-8.72324138e+01  1.50315188e+02 -8.76427250e+01  7.44619499e+00
 -8.77143980e+00 -2.12548134e+01 -2.85062048e+00 -6.96103709e+00
 -6.97749002e+00  4.96022372e+00  3.80778628e-01  5.04862658e+00
  5.21949011e-01  7.60595713e+00  4.18438426e+00  1.49196379e+00
  1.83835623e+00  6.14423312e+00  9.70567282e-01  1.94650153e+00
  3.40579276e+00  6.48588456e+00  1.51156290e+00  5.55278405e+00
  2.08168841e+00  2.93828651e+00 -1.40358722e-01  4.24962815e-01
 -2.20889305e-01  1.87015059e+00 -7.16835454e-01  7.32180684e-01
 -1.22296127e+00  1.77519598e+00 -4.41982677e-01  2.00571125e+00
  5.55946689e-01  9.53386305e-01  7.11353366e-02  2.14381075e+00]","[0.62692439 0.63016487 0.68903165 0.70978297 0.70154871 0.69846678
 0.68161663 0.6485742  0.64210178 0.66822264 0.66458892 0.64367671]"
332,terrorist 2,positive,"[-9.73084851e+01  1.37931840e+02 -8.16202581e+01  1.81595506e+00
 -7.44525034e+00 -1.23451994e+01 -3.44074267e+00 -9.31668984e+00
 -6.38424960e+00  6.34130319e+00  7.74789284e-01  5.38152334e+00
 -7.29565384e-02  7.29773069e+00  5.35604381e+00  2.20530832e+00
  1.12698684e+00  7.07890636e+00  1.24115022e+00  1.89983292e+00
  2.02088646e+00  4.29621307e+00  3.23213211e-02  2.59183749e+00
 -5.74337030e-01  4.00538686e+00  4.17776503e-01  1.09834762e+00
  4.85307098e-01  1.38224621e+00 -3.44400981e-01  1.31260936e+00
 -1.07449597e+00  1.84470620e+00 -1.79433635e+00  1.19434808e+00
  2.28391900e-01  7.13872479e-01 -3.29021066e-01  1.58882734e+00]","[0.6710841  0.66049274 0.67206263 0.70637551 0.73205005 0.7359447
 0.72303942 0.72018753 0.72572106 0.74226924 0.73751316 0.6996493 ]"
