Unnamed: 0,city,class,mfcc,chroma
1125,colorado 5,negative,"[-4.84885953e+02  5.01132258e+01 -2.85739949e+01 -4.31689116e+00
  1.77410119e+00 -7.55594318e+00 -1.81801327e+00 -7.84886635e-02
 -1.88600127e+00 -1.94381742e+00  1.11244190e+00 -6.83154068e-01
 -1.50601630e+00  5.30300378e-01 -2.90456185e+00 -1.21345082e+00
 -9.18783569e-01 -3.80203823e+00 -9.43064817e-01 -1.53060839e+00
 -2.58433695e+00 -1.12983078e+00 -1.94061202e+00 -1.87232835e+00
 -1.58179048e+00 -2.05452981e+00 -2.51069839e+00 -1.74214902e+00
 -1.41893360e+00 -2.63173944e+00 -1.62384522e+00 -1.42754798e+00
 -2.41596115e+00 -1.67166119e+00 -1.89610274e+00 -2.22382396e+00
 -1.73896836e+00 -1.82611637e+00 -2.13898385e+00 -1.65954349e+00]","[0.82996448 0.83804367 0.85183926 0.83845841 0.76991516 0.62878266
 0.60422513 0.61903268 0.65769697 0.70986046 0.77917797 0.80763593]"
1126,colorado 5,negative,"[-5.83395187e+02  5.19429944e+01 -1.14457372e+01  3.84817178e+00
  7.70796887e+00 -3.50511318e+00  2.36591012e+00  3.75170556e+00
 -1.05707407e+00  3.10260299e-02  2.08319421e+00 -6.77948789e-01
 -6.04387144e-01  3.75171582e-01 -2.93272324e+00 -1.56684299e+00
 -1.27491470e+00 -3.93410324e+00 -1.57683992e+00 -2.07365861e+00
 -3.34937748e+00 -1.33015030e+00 -2.54515088e+00 -2.77174425e+00
 -1.18367850e+00 -1.93290842e+00 -2.23067766e+00 -1.38245686e+00
 -1.23729758e+00 -1.57598171e+00 -1.40230270e+00 -1.40747295e+00
 -1.85435953e+00 -1.64859528e+00 -1.84827206e+00 -2.09971246e+00
 -1.75063674e+00 -2.19950203e+00 -2.38261674e+00 -1.70876235e+00]","[0.82352534 0.84445769 0.85424733 0.86772829 0.8388912  0.74356982
 0.62487092 0.59860215 0.6179623  0.67703263 0.75898504 0.82333578]"
1127,colorado 5,negative,"[-4.74719863e+02  7.97524377e+01 -4.19445324e+01 -6.61431648e+00
  6.30822292e+00 -1.57171999e+01 -4.01573354e+00 -2.80065255e+00
 -1.04546688e+01  4.30733878e-01  3.48304011e+00 -6.55776585e+00
 -6.30742588e-01  3.93452918e+00 -6.18045585e+00 -2.19465611e+00
  7.03385519e-01 -6.31316635e+00 -1.16737277e+00 -1.01511627e+00
 -5.41433306e+00 -8.53322950e-01 -2.78121016e+00 -4.91213315e+00
 -1.19096619e+00 -2.34907362e+00 -2.19608071e+00  7.17683524e-01
 -2.84349748e-01 -9.59279888e-01  3.75599430e-01 -8.32372663e-01
 -2.60880488e+00 -1.64084145e+00 -1.61588959e+00 -2.50708380e+00
 -1.66320965e+00 -2.44702849e+00 -3.34729190e+00 -1.53055003e+00]","[0.7178703  0.70074232 0.72684466 0.7201406  0.71655205 0.67155694
 0.64241627 0.64998594 0.66498302 0.67250169 0.69857455 0.7161686 ]"
1128,colorado 5,negative,"[-4.87098582e+02  7.45276112e+01 -3.99029032e+01 -4.62551977e+00
  8.03643715e+00 -1.49446415e+01 -2.28010239e+00  7.34977288e-01
 -9.08378041e+00 -4.95371460e-01  3.25274372e+00 -5.06015463e+00
 -4.62088673e-01  2.60646963e+00 -5.42389391e+00 -8.59039931e-01
  4.95547733e-01 -6.68920561e+00 -1.38070607e+00 -1.22083006e+00
 -5.55576225e+00 -1.14174207e+00 -2.90020379e+00 -4.38905074e+00
 -1.02336077e+00 -3.48359072e+00 -3.65659300e+00 -5.48221108e-01
 -9.74793958e-01 -6.23392112e-01  9.29334673e-01  1.67306447e-01
 -1.02756755e+00 -1.20140618e+00 -2.48496522e+00 -2.85288531e+00
 -1.46643917e+00 -2.50832651e+00 -3.04315861e+00 -1.67381347e+00]","[0.7348938  0.74229576 0.75233456 0.76941084 0.76876179 0.69791533
 0.62272901 0.62732361 0.6414298  0.6890223  0.7223901  0.73295968]"
1129,colorado 5,negative,"[-4.21650446e+02  1.01152186e+02 -7.10554497e+01 -8.97038777e+00
  1.54698001e+01 -2.61977329e+01 -1.39465445e+01  1.44598797e+00
 -1.04810169e+01 -8.13590693e+00  2.88787896e+00 -2.63095523e+00
 -1.05287578e+00  3.49645835e+00 -4.58888334e+00  6.65838927e-01
  1.13948790e+00 -6.95022880e+00  1.49611011e+00  8.21285074e-02
 -7.28909874e+00  4.86802481e-02  2.06951877e-01 -4.26711224e+00
 -1.75613469e+00 -1.61332358e+00 -3.64110431e+00 -2.12422802e+00
 -1.57910231e+00 -3.44287688e+00 -1.95588764e+00 -5.58282870e-01
 -2.54086368e+00 -2.00586191e+00 -4.52725911e-01 -2.27184610e+00
 -3.16549246e+00 -2.43934492e+00 -3.01957624e+00 -2.26775982e+00]","[0.66343912 0.72461835 0.75518037 0.77763137 0.72863816 0.64757969
 0.56602956 0.57765697 0.60873789 0.62303758 0.61065393 0.63039086]"
1130,colorado 5,negative,"[-5.88091792e+02  1.43811793e+01  7.50125512e-01  3.79945619e+00
  5.82261913e+00  2.80293359e+00  3.18253860e+00  3.55150281e+00
  1.73538910e+00  1.68229922e+00  2.23189106e+00  9.44909271e-01
  4.14599938e-01  6.04744083e-01 -4.06125679e-01 -7.65109583e-01
 -6.42538632e-01 -1.29542311e+00 -1.52418209e+00 -1.54169450e+00
 -1.86363090e+00 -1.92028915e+00 -1.84621087e+00 -1.85818069e+00
 -1.81766718e+00 -1.75399647e+00 -1.85841951e+00 -1.88257349e+00
 -1.67705682e+00 -1.66544234e+00 -1.60019635e+00 -1.29930954e+00
 -1.36327142e+00 -1.54547867e+00 -1.52640599e+00 -1.80124635e+00
 -2.00429774e+00 -1.80663085e+00 -1.81732286e+00 -1.88469788e+00]","[0.85795811 0.89596639 0.89048439 0.90640901 0.88257695 0.74192619
 0.59870781 0.59315143 0.62623436 0.68870286 0.77896004 0.84727421]"
1131,colorado 5,negative,"[-3.48096275e+02  1.28768085e+02 -7.84913519e+01 -2.73234077e+01
  6.72818357e+00 -3.41806485e+01 -1.95302741e+01 -2.64766860e+00
 -1.64944382e+01 -7.73073690e+00  2.32113992e+00 -9.10083277e+00
 -2.99802926e+00  5.99737586e+00 -4.51006985e+00 -1.14361693e+00
  2.66183227e+00 -5.22565587e+00  8.07548818e-01  1.81102706e+00
 -5.67905092e+00 -9.12253787e-01  7.31356288e-01 -4.42281667e+00
 -3.06087708e+00 -1.41563984e+00 -3.89748059e+00 -3.22002725e+00
 -1.52129621e+00 -3.48947170e+00 -1.80167891e+00  8.14432594e-01
 -2.33792538e+00 -2.45782333e+00 -2.80750114e-01 -2.31374223e+00
 -2.68041004e+00 -2.31849992e+00 -3.59623449e+00 -2.26418949e+00]","[0.59079011 0.60268672 0.63317138 0.64560818 0.61948035 0.58782402
 0.59093614 0.61934248 0.63754141 0.6220057  0.5870618  0.57850186]"
1132,colorado 5,negative,"[-4.07399708e+02  1.12454284e+02 -7.06763254e+01 -1.63921314e+01
  1.01923695e+01 -2.94598087e+01 -1.41853691e+01 -2.68363339e-01
 -1.34649898e+01 -6.95316075e+00  1.76754100e+00 -6.58660830e+00
 -1.54339380e+00  4.34757889e+00 -4.79693990e+00  3.78802373e-01
  2.35932924e+00 -6.86846801e+00  5.38985851e-01  1.89463033e+00
 -6.27613487e+00 -1.35690409e+00  6.04699380e-01 -3.33536279e+00
 -2.07294249e+00 -1.55133751e+00 -2.95379328e+00 -2.18381975e+00
 -1.79845764e+00 -3.06138755e+00 -1.77302418e+00 -7.36558209e-01
 -2.57081759e+00 -2.30411180e+00 -1.66290677e+00 -2.85575151e+00
 -2.25885975e+00 -2.71574613e+00 -3.72518674e+00 -1.69773001e+00]","[0.66480077 0.69712237 0.70563153 0.69930477 0.67789426 0.62035911
 0.60401831 0.62450604 0.64258992 0.63656347 0.60754624 0.63030278]"
1133,colorado 5,negative,"[-7.07684172e+02  6.18933856e+01 -4.87261694e+00  1.24419267e+01
  2.80275359e+01 -1.17880468e+01  3.29289167e+01 -1.48981308e+01
  2.15905877e+01 -4.26558828e+00 -2.02735003e+00  1.32884677e+01
 -1.07424925e+01  9.53485261e+00 -7.04083401e+00 -1.01696917e+00
  2.32926915e+00 -8.79950873e+00  5.00844333e+00 -7.71183004e+00
 -1.06986510e+00 -1.71751032e+00 -6.20514191e+00  1.88493742e+00
 -5.48963313e+00  3.73570467e-02 -2.00549361e+00 -2.73823267e+00
  1.47139126e+00 -4.04808388e+00  8.42781952e-01 -2.28587940e+00
 -2.88374864e+00  6.75149075e-01 -3.70710415e+00 -5.92010949e-01
 -2.17954134e+00 -3.67170029e+00 -4.96043930e-01 -3.41678931e+00]","[0.90499908 0.91384266 0.92467907 0.91205075 0.8417805  0.63435225
 0.5943428  0.60959399 0.67001541 0.74876686 0.84963947 0.87365881]"
1134,colorado 5,negative,"[-6.16456713e+02  2.78108233e+01 -2.09745300e+00  6.34409287e+00
  9.42738832e+00  3.83231929e+00  5.08947672e+00  5.16777046e+00
  3.23506220e+00  2.84220719e+00  2.46412453e+00  1.12477749e+00
  8.54642378e-01  5.15148499e-01 -1.10324027e+00 -8.89088026e-01
 -1.36846557e+00 -2.64969271e+00 -1.65532282e+00 -2.00617897e+00
 -2.71456931e+00 -1.73476790e+00 -2.12533141e+00 -2.51579150e+00
 -1.83557679e+00 -1.87459266e+00 -1.98617338e+00 -1.60879953e+00
 -1.44880090e+00 -1.67487963e+00 -1.69038224e+00 -1.46860522e+00
 -1.63921642e+00 -1.69565669e+00 -1.51167094e+00 -1.68448714e+00
 -1.78509689e+00 -1.82673708e+00 -2.08994418e+00 -1.96354879e+00]","[0.86014014 0.8888122  0.88487695 0.89744688 0.87170291 0.72801203
 0.61501683 0.61672751 0.65219511 0.70766382 0.80040507 0.85312158]"
1135,colorado 5,negative,"[-7.16459267e+02  5.93732933e+01 -1.35125111e+00  1.15859302e+01
  2.86520223e+01 -1.14227066e+01  3.23094547e+01 -1.43483186e+01
  2.13426264e+01 -4.53376099e+00 -2.14596218e+00  1.29116522e+01
 -1.09543019e+01  9.25406852e+00 -6.74449767e+00 -1.00572228e+00
  2.11655400e+00 -7.98480814e+00  5.40712748e+00 -7.38587295e+00
 -4.92187309e-01 -1.42168108e+00 -5.99391451e+00  1.54272781e+00
 -5.65997072e+00  2.79269573e-01 -1.90916222e+00 -2.10031125e+00
  1.45700598e+00 -4.31358382e+00  1.18086243e+00 -1.99832391e+00
 -2.56104661e+00  7.07892498e-01 -4.07160720e+00 -7.33866803e-01
 -2.20234253e+00 -3.50773171e+00 -4.44026219e-01 -3.45505671e+00]","[0.88202496 0.91552119 0.90920376 0.92025327 0.89651426 0.70273956
 0.58611165 0.58518734 0.6315436  0.71047071 0.81835072 0.86138674]"
1136,colorado 5,negative,"[-5.68433896e+02  4.47511672e+01 -1.64928105e+01  6.00633062e-01
  8.56403012e+00 -3.28338147e+00  5.13406841e-01  3.35052094e+00
 -5.83513274e-01 -4.95863227e-01  1.52860493e+00  2.94822987e-01
  2.62424539e-01  7.00787995e-01 -1.79857001e+00 -1.10417327e+00
 -1.08194210e+00 -3.28680753e+00 -1.67505684e+00 -1.84316788e+00
 -2.54563998e+00 -1.16275854e+00 -2.32392013e+00 -2.08813663e+00
 -1.29034285e+00 -2.69395329e+00 -1.77982115e+00 -8.94584404e-01
 -2.15028242e+00 -2.01805370e+00 -1.12658686e+00 -1.51420962e+00
 -1.89386459e+00 -1.41256715e+00 -1.83268211e+00 -2.38302826e+00
 -1.77185700e+00 -1.98300279e+00 -2.19009782e+00 -1.64452703e+00]","[0.84524831 0.86584842 0.85984516 0.869288   0.84247044 0.72702249
 0.60646192 0.60239094 0.62867391 0.68554242 0.76467601 0.82748983]"
1137,colorado 5,negative,"[-6.07720466e+02  1.76803889e+01  7.65580366e-01  6.19177290e+00
  8.34214043e+00  4.80764320e+00  4.97834358e+00  4.78095110e+00
  3.35431682e+00  2.76367268e+00  2.45076785e+00  1.16475028e+00
  3.78921848e-01  1.73413345e-01 -8.63619607e-01 -9.41524077e-01
 -1.14376820e+00 -2.09900412e+00 -1.83720354e+00 -2.07366278e+00
 -2.52113492e+00 -2.05051414e+00 -2.24098121e+00 -2.30843270e+00
 -1.95402023e+00 -2.14086029e+00 -2.05158065e+00 -1.70943796e+00
 -1.86755760e+00 -1.92468963e+00 -1.45681746e+00 -1.24493773e+00
 -1.31619818e+00 -1.13535289e+00 -1.30553617e+00 -1.80918834e+00
 -1.95101075e+00 -2.10797399e+00 -2.23556016e+00 -2.00694219e+00]","[0.85263154 0.88600096 0.88823012 0.90912665 0.88881111 0.77308456
 0.60736036 0.59328043 0.62540969 0.68515579 0.76115258 0.84106811]"
1138,colorado 5,negative,"[-4.98196739e+02  6.35837037e+01 -3.73212429e+01 -1.00135999e+01
  6.01371018e+00 -1.04532144e+01 -2.15222598e+00  3.01208202e+00
 -2.64657181e+00  5.42047111e-01  2.32950420e+00 -2.73323724e+00
 -6.72363276e-01  1.34819097e+00 -3.44113953e+00 -7.55711475e-01
  5.11168694e-01 -3.74943449e+00 -6.17181019e-01 -7.60495937e-01
 -3.56856831e+00 -5.22185256e-01 -1.61125379e+00 -3.42956208e+00
 -1.46523545e+00 -2.30439485e+00 -2.57203760e+00 -1.47843715e+00
 -2.75746398e+00 -2.71658557e+00 -8.64445077e-01 -9.53366825e-01
 -1.40336429e+00 -4.94828665e-01 -8.75098693e-01 -1.97636829e+00
 -1.69902053e+00 -2.35423695e+00 -2.90102745e+00 -1.50132950e+00]","[0.76566398 0.76873496 0.79047721 0.78365542 0.7617026  0.67820666
 0.63302816 0.64778119 0.69533752 0.71934701 0.7364834  0.74611517]"
1139,colorado 5,negative,"[-4.69684197e+02  7.19543946e+01 -4.80680601e+01 -8.13493271e+00
  1.10656342e+01 -1.19860944e+01 -5.20379969e+00  1.16792013e+00
 -4.82121555e+00 -2.56792960e+00  2.80152287e+00 -6.73181166e-01
 -1.07607137e+00  8.51166087e-01 -3.27269650e+00 -1.46531306e+00
 -1.09203393e+00 -4.19626940e+00 -4.64454614e-01 -1.61298466e+00
 -3.38881721e+00 -5.13291141e-01 -2.46094950e+00 -2.96840178e+00
 -1.16899403e+00 -2.91461921e+00 -2.74376224e+00 -4.83188739e-01
 -1.57255710e+00 -2.45149595e+00 -5.73410659e-01 -1.26273434e+00
 -2.69866377e+00 -1.31795036e+00 -1.38300060e+00 -2.05907053e+00
 -1.73963712e+00 -2.45945713e+00 -2.60073379e+00 -1.19338535e+00]","[0.76091407 0.77557903 0.81648348 0.79144027 0.76104232 0.67405932
 0.63283243 0.63179932 0.66381233 0.68518549 0.7120904  0.73575059]"
1140,colorado 5,negative,"[-6.02800541e+02  3.05779117e+01 -6.40366305e+00  3.62541889e+00
  8.86222387e+00  2.07828141e+00  4.42536736e+00  5.71479330e+00
  2.22718951e+00  1.87397588e+00  2.58424160e+00  4.66116092e-01
  3.90044399e-01  9.40014869e-01 -1.33262628e+00 -1.13719157e+00
 -1.08474341e+00 -2.55898195e+00 -1.36555208e+00 -1.83564430e+00
 -2.93795292e+00 -1.61279624e+00 -1.89316328e+00 -2.31869755e+00
 -1.52312936e+00 -1.81300443e+00 -1.92113644e+00 -1.38190925e+00
 -1.53580505e+00 -1.73877934e+00 -1.25862274e+00 -1.37987591e+00
 -2.14792602e+00 -1.84382937e+00 -1.60937751e+00 -2.28469531e+00
 -2.07146125e+00 -1.88933305e+00 -2.40648275e+00 -1.93026893e+00]","[0.84018748 0.87580322 0.87963219 0.88386682 0.86491227 0.72700099
 0.60385847 0.59650434 0.63704192 0.69716027 0.78691618 0.83177876]"
1141,colorado 5,negative,"[-7.16964661e+02  5.91384592e+01 -7.58848885e-01  1.22771117e+01
  2.89837800e+01 -1.14944133e+01  3.21059472e+01 -1.43741293e+01
  2.12649160e+01 -4.59675633e+00 -1.78416239e+00  1.32427910e+01
 -1.07952841e+01  9.00704552e+00 -6.64816225e+00 -3.77587201e-01
  2.18845910e+00 -8.13711742e+00  5.04675763e+00 -7.71400405e+00
 -4.11785887e-01 -1.63622216e+00 -6.01451233e+00  1.92830380e+00
 -5.60900835e+00  2.78406429e-01 -2.47537849e+00 -2.54506599e+00
  1.55183950e+00 -4.56587384e+00  1.25414139e+00 -2.20173084e+00
 -2.55466840e+00  1.11724856e+00 -4.47077644e+00 -1.13601653e+00
 -2.42335147e+00 -3.96734937e+00 -3.10374809e-01 -3.65351244e+00]","[0.87188067 0.91683443 0.90496267 0.9227849  0.90875634 0.75632903
 0.58734395 0.57572257 0.61389413 0.68257927 0.79906031 0.86565327]"
1142,colorado 5,negative,"[-7.16356409e+02  5.96995074e+01 -5.85449651e-01  1.26457745e+01
  2.93539401e+01 -1.06893354e+01  3.28600169e+01 -1.43309827e+01
  2.14102039e+01 -4.56594848e+00 -2.16214707e+00  1.31025109e+01
 -1.07243399e+01  9.41654768e+00 -6.51475597e+00 -1.14407282e+00
  1.97335575e+00 -8.27422876e+00  4.89810764e+00 -7.60117012e+00
 -6.43651135e-01 -1.65811850e+00 -6.01497555e+00  1.45769721e+00
 -5.78502162e+00  3.43640478e-01 -2.26817163e+00 -2.75891548e+00
  1.25139718e+00 -4.54425287e+00  1.24656599e+00 -2.06979014e+00
 -2.83136707e+00  6.63404328e-01 -4.24479608e+00 -9.56346127e-01
 -2.31897248e+00 -3.70449554e+00 -7.09793046e-01 -3.54782521e+00]","[0.879766   0.92018403 0.90471409 0.91374201 0.89394568 0.74075584
 0.5891915  0.57387461 0.61542504 0.69422657 0.80382915 0.87420557]"
1143,colorado 5,negative,"[-5.95131786e+02  4.51778354e+01 -1.05571197e+01  6.12711386e+00
  8.85649162e+00 -3.94561248e-01  2.94440386e+00  2.44423997e+00
  7.34596384e-01  7.83579897e-01  1.16833196e+00  2.55977345e-01
  4.15331172e-02  1.13103526e-01 -2.46582080e+00 -1.16432996e+00
 -1.14437090e+00 -3.75325664e+00 -1.83676039e+00 -2.32949298e+00
 -3.01430904e+00 -1.06966730e+00 -2.51525936e+00 -2.63588018e+00
 -1.37471283e+00 -2.25577612e+00 -1.85583631e+00 -1.20802813e+00
 -1.78395446e+00 -1.49086278e+00 -8.56330116e-01 -1.29865079e+00
 -1.63624178e+00 -1.40372138e+00 -1.78370075e+00 -1.89542572e+00
 -1.57638270e+00 -2.17435392e+00 -2.41791550e+00 -1.71773984e+00]","[0.86058438 0.86425048 0.88470878 0.869509   0.83067024 0.6640262
 0.61194854 0.62082001 0.68119273 0.74052772 0.81926319 0.84287009]"
1144,colorado 5,negative,"[-604.3682936    20.52110467   -4.02485851    5.71128041    8.81864965
    4.37007842    5.67301518    4.9091608     3.28632929    3.39539833
    2.66837455    1.22100642    1.0162726     0.77246749   -0.94531534
   -1.09016118   -1.23326767   -2.29613168   -1.92462151   -2.2042976
   -2.28854972   -1.59332281   -2.45911139   -2.49222822   -1.78025637
   -2.17327547   -1.86730062   -1.25854235   -1.65153551   -1.76630409
   -1.19680497   -1.15812229   -1.4643003    -1.46205804   -1.63848024
   -1.93140852   -1.79916517   -1.93799703   -2.0939654    -1.70119422]","[0.87972174 0.87567243 0.88681136 0.89182275 0.84792647 0.65613427
 0.59773098 0.618075   0.67548925 0.73538255 0.81860756 0.85174767]"
1145,colorado 5,negative,"[-5.26709684e+02  4.57737575e+01 -2.51538966e+01 -2.09735153e+00
  7.67051770e+00 -5.82489612e+00 -2.06606304e-01  1.43274053e+00
 -3.13201303e+00  8.65074709e-01  2.99913957e+00 -9.91058798e-01
  1.89434697e-01  1.28352468e+00 -1.84117644e+00  1.17794804e-01
 -5.93540466e-01 -3.90482578e+00 -7.98576425e-01 -1.32055344e+00
 -3.68261909e+00 -9.55772719e-01 -1.53241206e+00 -3.36696528e+00
 -1.44188720e+00 -1.60854793e+00 -2.96461753e+00 -1.52094483e+00
 -1.47769632e+00 -2.40594018e+00 -1.28618152e+00 -1.66094222e+00
 -2.27443936e+00 -1.50849809e+00 -2.18156982e+00 -2.22909327e+00
 -1.59477524e+00 -2.31840318e+00 -2.41739438e+00 -1.79765420e+00]","[0.79870756 0.8108632  0.82793368 0.82232252 0.7805853  0.63677564
 0.60651197 0.62455482 0.65715158 0.69637385 0.7600312  0.77333706]"
1146,colorado 5,negative,"[-5.18959737e+02  7.81621074e+01 -4.01808574e+01 -3.88516546e+00
  1.27131725e+01 -1.29831356e+01 -4.46558864e+00  2.90355714e+00
 -4.56138101e+00 -1.66978937e+00  2.02980706e+00 -2.14569797e+00
 -2.32448859e-01  5.54862132e-01 -5.20977352e+00 -1.09939702e+00
  1.84728388e-01 -5.44503314e+00 -1.65502055e+00 -1.53262105e+00
 -4.55502789e+00 -1.05387984e+00 -2.32512039e+00 -3.82183112e+00
 -1.41681172e+00 -2.53757810e+00 -2.88810465e+00 -1.41017200e+00
 -2.12584519e+00 -2.41590003e+00 -1.24300812e+00 -1.77588304e+00
 -2.76164026e+00 -1.51341293e+00 -1.71319700e+00 -2.87144595e+00
 -1.61021544e+00 -2.03704363e+00 -2.97424771e+00 -1.30244623e+00]","[0.80606367 0.80759223 0.82777615 0.80068576 0.76263891 0.64436447
 0.61553583 0.61386182 0.64193492 0.69570976 0.76482746 0.79121179]"
1147,colorado 5,negative,"[-5.31152065e+02  7.07074961e+01 -3.12166790e+01 -3.99079112e+00
  1.16759416e+01 -6.30258176e+00 -1.48510055e+00  7.14650658e-01
 -4.98905257e+00 -7.76007027e-01  2.01740650e+00 -2.35007598e+00
 -1.03310944e+00  4.07701381e-01 -3.46225900e+00 -7.74946846e-01
 -4.02727807e-01 -4.67665200e+00 -1.46009995e+00 -1.22294435e+00
 -3.95858988e+00 -1.65074500e+00 -2.33560659e+00 -3.29988609e+00
 -1.13434407e+00 -2.22701451e+00 -2.99681418e+00 -1.07234083e+00
 -1.76363346e+00 -2.64631767e+00 -1.15369359e+00 -1.52062634e+00
 -2.35666854e+00 -1.59800880e+00 -1.96620862e+00 -2.30024662e+00
 -1.81356248e+00 -2.39291605e+00 -2.76191593e+00 -2.05641390e+00]","[0.79855104 0.8174549  0.80945121 0.80582062 0.79597899 0.6941836
 0.62633764 0.63503048 0.65852604 0.6899963  0.73337287 0.7599256 ]"
1148,colorado 5,negative,"[-4.83120325e+02  6.27750902e+01 -4.01683352e+01 -4.43143341e+00
  8.35384300e+00 -6.97584047e+00 -2.36217023e+00  6.01739315e-01
 -4.69632109e-01 -1.37674241e+00  5.84883579e-01 -1.92576496e+00
 -2.52460030e+00  7.28458217e-01 -2.62076255e+00 -1.07111943e+00
 -1.13195301e+00 -4.78945754e+00 -1.53766865e+00 -2.42153714e+00
 -3.64600715e+00 -1.54935049e+00 -2.98548682e+00 -3.04627788e+00
 -2.17018451e+00 -2.33471040e+00 -2.20769108e+00 -1.80409408e+00
 -1.90727341e+00 -2.57332897e+00 -1.63401396e+00 -1.76869641e+00
 -2.51058160e+00 -1.25304066e+00 -1.51825052e+00 -2.34231895e+00
 -1.62906892e+00 -1.85277611e+00 -2.71621497e+00 -1.70163786e+00]","[0.81040177 0.81226015 0.82904986 0.81263779 0.77642272 0.67792209
 0.63240397 0.64069429 0.67616211 0.72581531 0.77998599 0.80038767]"
1149,colorado 5,negative,"[-6.24409944e+02  3.21098972e+01 -3.74863015e+00  8.42606259e+00
  9.69777198e+00  4.16085802e+00  7.04165634e+00  5.77741383e+00
  3.89968064e+00  2.80905225e+00  2.15725572e+00  1.48564432e+00
  8.33567271e-01  4.93205479e-01 -1.60639719e+00 -1.44951879e+00
 -1.41300713e+00 -2.94284173e+00 -1.76809613e+00 -2.36225090e+00
 -3.26022953e+00 -2.11505020e+00 -2.70242031e+00 -2.38408959e+00
 -1.64906731e+00 -2.15976152e+00 -1.46284804e+00 -1.04750613e+00
 -1.43104423e+00 -1.41745848e+00 -1.28375503e+00 -1.11891177e+00
 -1.33388504e+00 -1.64649503e+00 -1.73787710e+00 -1.90788343e+00
 -2.02769547e+00 -2.23671727e+00 -2.26949055e+00 -2.00754497e+00]","[0.85205378 0.88459285 0.87828633 0.89411134 0.86493751 0.76040758
 0.61783121 0.60385637 0.62974531 0.69437605 0.77211345 0.84790639]"
1150,colorado 5,negative,"[-5.56065830e+02  3.02178096e+01 -1.25086230e+01  1.30241996e+00
  6.83195501e+00 -1.75553900e+00  1.59870420e+00  3.36820385e+00
  1.72112821e-01  9.21295230e-01  1.78422682e+00 -6.42170194e-01
  2.35339182e-02  1.19872307e+00 -1.44756316e+00 -7.51795215e-01
 -3.07659659e-01 -2.78321000e+00 -1.60118828e+00 -1.29718670e+00
 -2.43750026e+00 -1.38184596e+00 -1.97054123e+00 -2.44727764e+00
 -1.68853478e+00 -2.38384171e+00 -2.26363436e+00 -1.54931800e+00
 -2.03058686e+00 -1.84543259e+00 -1.29895810e+00 -1.60873585e+00
 -1.52111097e+00 -1.14860007e+00 -1.39734387e+00 -1.59568582e+00
 -1.71024911e+00 -1.96686353e+00 -1.79124950e+00 -1.55403911e+00]","[0.82696592 0.85380366 0.86065399 0.86939003 0.84158232 0.71641651
 0.62479485 0.6250091  0.64519919 0.70527387 0.78256156 0.82523164]"
1151,colorado 5,negative,"[-7.15009744e+02  6.01720871e+01 -1.27126367e+00  1.24122389e+01
  2.91258504e+01 -1.15271909e+01  3.25284190e+01 -1.45132710e+01
  2.11699717e+01 -4.44413306e+00 -2.31135556e+00  1.28982417e+01
 -1.10023219e+01  9.11356768e+00 -6.67630665e+00 -8.14054083e-01
  2.57804448e+00 -7.83817507e+00  5.11317556e+00 -7.44387656e+00
 -7.62170990e-01 -1.57374798e+00 -6.01033000e+00  1.86013600e+00
 -5.62967827e+00 -7.27909462e-02 -2.24113533e+00 -2.58886651e+00
  1.27594313e+00 -4.06563219e+00  1.24516779e+00 -2.01940309e+00
 -2.18016512e+00  7.68105728e-01 -4.05799708e+00 -1.20109187e+00
 -2.81186203e+00 -3.93157281e+00 -7.30535756e-01 -3.35447179e+00]","[0.8722845  0.91367891 0.90609368 0.92404321 0.8933514  0.7323987
 0.5908842  0.5825427  0.62423125 0.70203481 0.81033855 0.86551067]"
1152,colorado 5,negative,"[-7.05347842e+02  5.34270624e+01  2.01238989e+00  1.17909097e+01
  2.42174956e+01 -4.37909333e+00  2.31209272e+01 -6.93599940e+00
  1.61810681e+01 -4.72701579e+00  2.00623571e+00  5.61207880e+00
 -3.12791706e+00  2.65495105e+00 -3.48562227e+00 -5.35939340e-01
 -1.27921478e+00 -2.58436462e+00 -3.30926126e-01 -2.46712410e+00
 -2.62769788e+00 -2.06118335e+00 -3.49735611e+00 -2.09403216e+00
 -1.72246415e+00 -2.25218596e+00 -1.15975451e+00 -2.13270702e+00
 -6.00918313e-02 -2.24334010e+00 -9.96828051e-01 -7.02796606e-01
 -3.11213756e+00  3.90697850e-01 -3.02250297e+00 -2.02099493e+00
 -1.42852534e+00 -3.55249357e+00 -4.98213045e-01 -3.09270002e+00]","[0.90495961 0.9065821  0.91543383 0.9123281  0.8554353  0.64384617
 0.59442792 0.6075198  0.66321916 0.7368588  0.83488526 0.8686664 ]"
