,city,class,mfcc,chroma
146,pittsburg 3,negative,"[-7.44765246e+02  2.28581681e+00 -6.22216974e+00 -1.62238093e+01
  1.05000612e+01 -1.62981378e+01  7.18121222e+00 -8.45022923e+00
  3.83894806e+00 -3.24396487e+00  2.77756009e+00 -1.01275841e+00
  1.43810237e+00  1.53124720e+00  1.10574334e+00  2.03327282e+00
  8.07601960e-02  2.80322179e+00  5.21399465e-01  1.86977512e+00
  1.03970538e+00  1.41837472e+00  1.15264376e+00  5.39273440e-01
  1.29195878e+00  4.59138246e-01  1.26049161e+00  2.20742832e-01
  1.31006822e+00  5.80758590e-01  5.62552975e-01  5.15433952e-01
  5.27697636e-01  9.17323405e-01  1.84825872e-01  5.46056893e-01
  2.64172555e-01  4.13850989e-01 -1.15734175e-01  4.07804217e-01]","[0.6726841  0.76966018 0.86601589 0.94249875 0.93951888 0.54212193
 0.30779725 0.29468713 0.31554948 0.37597102 0.46195015 0.59751426]"
147,pittsburg 3,negative,"[-7.16544276e+02  2.62569030e+01 -1.90079523e+01 -2.43899147e+01
  1.58847046e+01 -2.33108680e+01  4.83065633e+00 -1.11526700e+01
  1.51583570e+00 -4.76370215e+00  2.39390014e-01 -9.85877211e-01
  8.05371464e-01  6.62918461e-01 -1.05883368e+00  1.78283183e+00
 -1.78732099e+00  1.17476192e-01 -1.82226015e+00 -8.12926513e-01
 -9.65328605e-01 -1.99124051e+00 -9.55635631e-01 -1.62725513e+00
 -6.15141642e-01 -1.45238278e+00  7.32894645e-01  1.16480161e-01
  4.40280218e-01  9.59595411e-01  1.12160023e+00  1.67806434e+00
  1.52985962e+00  3.02007298e+00  2.27512239e+00  2.32390899e+00
  2.87079274e+00  2.45767027e+00  2.05327534e+00  2.27678147e+00]","[0.67428316 0.75057354 0.82120075 0.86502988 0.8871006  0.64283892
 0.3736186  0.3642564  0.36879938 0.40567702 0.47678298 0.58905579]"
148,pittsburg 3,negative,"[-7.69566212e+02  2.92455854e-01  7.75973052e-01 -1.96534236e+01
  1.44269202e+01 -1.80612843e+01  9.10133667e+00 -9.29814568e+00
  3.99726062e+00 -3.13145623e+00  2.20698040e+00 -4.12344963e-03
  5.65080543e-01  2.83650897e+00  6.21339033e-01  3.27214616e+00
  9.26390442e-02  2.77521578e+00  1.16604904e+00  1.68052404e+00
  2.05361095e+00  1.07537119e+00  1.81879689e+00  4.52656864e-01
  1.58109443e+00  7.00592855e-01  1.74502205e+00  7.41397558e-01
  1.25093862e+00  1.20292422e+00  1.72060500e-01  1.06551164e+00
  6.34124837e-01  1.13834538e+00  5.68712894e-01  7.29684221e-01
  7.35897959e-01  3.89478519e-01  5.57311236e-01  5.61174724e-01]","[0.70919604 0.81245835 0.90096357 0.96507177 0.85891722 0.38890562
 0.29811079 0.29261799 0.33425771 0.40317574 0.50459552 0.64182647]"
149,pittsburg 3,negative,"[-5.99735922e+02  6.40892600e+01 -7.78668527e+01 -3.71111657e+01
  2.84361360e+00 -4.42363881e+01 -3.43016132e+00 -1.82532210e+01
 -8.23497543e+00 -4.89368886e+00  1.41835642e+00 -1.40927009e+00
  3.12837450e+00  3.27453435e+00  5.43749479e+00  3.58701195e+00
  2.45679027e+00  7.34615743e+00  3.16644737e+00  3.90227679e+00
  3.93269438e+00  3.75625277e+00  2.65449821e+00  1.52665735e+00
  2.25673718e+00  1.80936100e+00  1.20840165e+00 -3.99993894e-01
  8.37771785e-01 -4.26887510e-01 -5.81874226e-01 -8.05946734e-01
 -5.41968615e-01  4.99174253e-01 -1.83950447e-01 -2.79266683e-02
  5.88544097e-01  1.71861314e-01 -1.52393609e+00 -2.73398850e-01]","[0.66335251 0.73706312 0.81023929 0.82098553 0.79274097 0.58267172
 0.53894037 0.52964937 0.53705424 0.57384616 0.61559771 0.6657589 ]"
150,pittsburg 3,negative,"[-8.86740050e+02 -4.04621617e+01  3.88847859e+01 -1.55925731e+01
  1.57977576e+01 -1.98119428e+01  2.31949043e+01 -6.79326175e+00
  1.68202542e+01  4.80918437e+00  1.07061968e+00  8.15517001e+00
 -7.27142104e+00  6.77392413e+00  6.20057187e-01  6.50896365e+00
  3.82101674e+00 -7.58679070e+00  3.50431389e+00  4.37838713e+00
  8.34892213e+00 -1.28221988e+00 -2.81726994e+00  3.61308297e+00
 -1.52391678e+00  2.59133342e+00  2.32633973e+00  2.76893062e+00
  3.45292222e+00 -9.75908151e-02 -9.22314351e-01 -2.03150707e+00
  3.56216488e+00  3.82687355e+00  9.34864982e-01  1.69758481e+00
  5.82857181e-01 -6.00151789e-01 -1.03308312e+00  2.59588602e+00]","[0.70262934 0.82094065 0.91508071 0.99230582 0.91820872 0.37456846
 0.23179692 0.22309297 0.26405397 0.34099451 0.45508469 0.61495269]"
151,pittsburg 3,negative,"[-8.88270452e+02 -4.22306692e+01  3.75710246e+01 -1.64594478e+01
  1.58424956e+01 -1.92072031e+01  2.34868351e+01 -6.51622263e+00
  1.69949701e+01  4.45528810e+00  8.11359662e-01  8.45429393e+00
 -6.67862753e+00  7.11000882e+00  6.72600743e-01  6.71912371e+00
  4.12243070e+00 -6.97579845e+00  4.18740946e+00  4.41978666e+00
  7.70823513e+00 -1.58753579e+00 -2.64107321e+00  3.85941323e+00
 -1.40116895e+00  2.39825720e+00  1.80165155e+00  2.59458194e+00
  3.73233110e+00  5.74466456e-01 -4.76109310e-01 -2.15886537e+00
  3.23148968e+00  3.89512262e+00  1.30262526e+00  1.82590695e+00
  3.81177002e-01 -6.86814073e-01 -7.95190624e-01  2.40068229e+00]","[0.70245566 0.82330296 0.91673457 0.9935074  0.91094361 0.36834138
 0.22912231 0.22110556 0.26181466 0.34155541 0.45355651 0.60907261]"
152,pittsburg 3,negative,"[-7.27617248e+02  3.27093414e+01 -9.43217690e+00 -2.17853951e+01
  2.53522123e+01 -2.22692381e+01  9.28829675e+00 -6.68804995e+00
  1.64583021e+00 -3.68252409e+00  1.02345286e+00 -3.38379076e+00
 -2.47465371e+00  4.71086698e-01 -4.58954991e+00 -1.48054018e+00
 -4.18958163e+00 -1.64554965e+00 -3.28787712e+00 -3.51803753e+00
 -1.22249656e+00 -2.27048551e+00 -1.50657290e+00 -2.44111110e+00
  1.13804892e-01 -7.57821134e-02  1.32053507e+00  1.45116341e+00
  2.17702041e+00  3.43873516e+00  2.24427816e+00  3.44691962e+00
  3.81743109e+00  4.32503065e+00  3.06144122e+00  2.81996533e+00
  3.15541543e+00  1.64722082e+00  1.42236305e+00  1.68329642e+00]","[0.609817   0.64931882 0.74862741 0.80977128 0.83585781 0.57213217
 0.33237407 0.31572267 0.37464948 0.50797018 0.51853269 0.55882337]"
153,pittsburg 3,negative,"[-8.87443920e+02 -4.13197256e+01  3.85962586e+01 -1.55054163e+01
  1.55595276e+01 -2.01677971e+01  2.35064538e+01 -6.27319664e+00
  1.66285818e+01  3.87959835e+00  4.90868337e-01  8.35589154e+00
 -6.83015614e+00  6.93887422e+00  4.94728898e-01  6.26839314e+00
  3.43756752e+00 -7.60850595e+00  4.18224087e+00  4.92118746e+00
  7.85013888e+00 -2.02690265e+00 -3.23567348e+00  3.39403286e+00
 -1.75146918e+00  2.68664833e+00  2.19911616e+00  2.84097253e+00
  3.94284509e+00  9.07038408e-01  2.19751789e-01 -1.51409966e+00
  3.31895309e+00  4.17233720e+00  1.84250807e+00  2.15082105e+00
  4.74413497e-01 -9.95383004e-01 -9.54770223e-01  2.93283713e+00]","[0.70178782 0.82470224 0.91948429 0.99271954 0.91190919 0.37148675
 0.23207512 0.22256305 0.26424434 0.34225052 0.45268815 0.612432  ]"
154,pittsburg 3,negative,"[-8.33747626e+02 -1.50506143e+01  2.30781426e+01 -2.16977354e+01
  2.06130815e+01 -1.65932852e+01  1.57870453e+01 -7.25208092e+00
  9.77373300e+00  3.42401805e-01  1.35184955e+00  4.45264407e+00
 -1.39520219e+00  5.93810475e+00 -5.17009057e-02  3.84796509e+00
  2.13169692e+00 -2.08012349e-02  2.22797543e+00  1.51084325e+00
  3.97198658e+00  4.08959910e-01  9.10021408e-01  5.72239181e-01
  5.89339134e-01  9.17472866e-01  1.25344630e+00  1.46661572e+00
  8.71271490e-01  1.11802175e+00 -1.30851883e+00 -8.03624320e-02
  9.14239006e-01  9.59942145e-01  1.35958784e+00  2.47358927e-01
  8.64220183e-01 -9.88137175e-01  7.10389023e-02  1.39529506e+00]","[0.7064388  0.81399946 0.90568552 0.98351387 0.91493927 0.40958165
 0.26980544 0.26137553 0.2999687  0.37586332 0.48133633 0.62984489]"
155,pittsburg 3,negative,"[-8.86798747e+02 -4.03081679e+01  3.97864939e+01 -1.47977746e+01
  1.56571843e+01 -2.03265363e+01  2.33510940e+01 -6.47267018e+00
  1.63134975e+01  3.62570449e+00  6.10317828e-01  8.81687321e+00
 -6.83163613e+00  6.38608987e+00  2.82500057e-01  6.66683797e+00
  4.22618049e+00 -7.09012751e+00  4.05919897e+00  4.73838061e+00
  8.54044122e+00 -1.15063926e+00 -3.02321605e+00  3.29478837e+00
 -1.58364265e+00  2.88507696e+00  2.03965154e+00  2.48813760e+00
  3.84873983e+00  5.84158915e-01 -1.17789197e+00 -2.71403513e+00
  3.28596470e+00  4.13297645e+00  1.24071971e+00  1.76708532e+00
  8.11949729e-01 -5.87084739e-01 -1.08085384e+00  2.37032658e+00]","[0.69640412 0.82028325 0.91768259 0.99231848 0.91609401 0.37669536
 0.23270507 0.22134179 0.26023193 0.33936604 0.45414314 0.61061599]"
156,pittsburg 3,negative,"[-7.45323019e+02  2.19608913e+01 -4.24180010e+00 -2.18720831e+01
  2.29553059e+01 -2.08813400e+01  9.15868041e+00 -6.21980750e+00
  2.07392023e+00 -3.40150421e+00  2.44554532e+00 -3.34860127e+00
 -2.39566728e+00  1.46466904e+00 -4.25035535e+00 -1.16302122e+00
 -3.06347696e+00 -1.41002932e+00 -2.95096136e+00 -2.12232634e+00
 -1.34780572e+00 -2.22074352e+00 -6.82539166e-01 -2.29250444e+00
  1.25804747e-01  2.77761964e-01  8.21837290e-01  1.18656515e+00
  2.39246787e+00  2.69501418e+00  1.41659321e+00  2.86518282e+00
  2.53309107e+00  3.07275025e+00  2.28053314e+00  1.85687163e+00
  2.24087248e+00  1.55359341e+00  1.43482875e+00  1.30774908e+00]","[0.61978286 0.6811472  0.78140912 0.84979718 0.87684266 0.58550148
 0.3219625  0.30369191 0.35327818 0.45139547 0.48710336 0.54888855]"
157,pittsburg 3,negative,"[-8.11383183e+02 -2.80479505e+00  1.49288511e+01 -2.34479935e+01
  2.31716472e+01 -1.80369562e+01  1.47299663e+01 -8.22352245e+00
  7.98402422e+00  3.01421207e-02  1.01087703e+00  3.02054384e+00
 -2.46361562e+00  5.73724417e+00 -1.45950866e-01  2.57391137e+00
  8.21602161e-01  5.44523366e-02  2.06263042e+00  5.08391411e-01
  2.80535797e+00 -3.53905574e-01  3.61132688e-01 -1.89241130e-01
 -1.20258245e-01  9.46938442e-01  1.19691897e+00  1.27765016e+00
  1.25961084e+00  1.60994982e+00 -8.45309849e-01  4.92839726e-01
  1.71314419e+00  1.62675714e+00  1.88318033e+00  6.03666977e-01
  1.50929015e+00 -3.47721386e-01  2.33837958e-01  1.36257623e+00]","[0.64596242 0.73186513 0.83111763 0.90807359 0.93900028 0.61066685
 0.29858925 0.28824298 0.32060517 0.3817979  0.44611626 0.55794991]"
158,pittsburg 3,negative,"[-6.59417110e+02  6.39499989e+01 -3.46149586e+01 -2.94489048e+01
  2.47484857e+01 -2.72248371e+01  4.86287408e+00 -7.16962565e+00
 -2.96181419e+00 -3.41657795e+00  5.29834800e+00 -5.01847184e+00
 -1.63165101e+00  2.75704839e+00 -2.21075613e+00  6.55877957e-01
 -1.20233484e+00 -3.90460458e-02 -2.60443079e+00 -2.63283683e+00
 -2.55037997e+00 -1.78122107e+00 -1.79974966e+00 -4.28835234e+00
 -1.11430532e+00 -1.04632549e+00 -1.33044995e+00 -1.90006336e+00
  2.54410271e-01  5.41220255e-01 -5.45751358e-01  5.42249522e-01
  9.33194486e-01  1.30294001e+00 -4.78549649e-02  7.05744906e-01
  8.68404355e-01 -2.85525880e-01 -7.28280873e-01  2.52910225e-01]","[0.61206894 0.6320694  0.71249558 0.77239525 0.79797844 0.63196486
 0.46082734 0.43948786 0.48931722 0.58357062 0.57247798 0.58337987]"
159,pittsburg 3,negative,"[-7.61600807e+02  1.17996150e+01 -9.06469483e-01 -2.35239894e+01
  1.89128909e+01 -2.01330866e+01  9.08817096e+00 -6.64386969e+00
  3.31718660e+00 -2.45000230e+00  4.37147466e+00 -3.96181923e-01
  5.42400255e-01  5.72307768e+00  7.67567979e-01  3.19765261e+00
  1.22477361e+00  3.33424732e+00  1.30392756e+00  1.47682730e+00
  1.67057385e+00  5.88776236e-01  1.24503043e+00 -1.50282294e+00
  2.39645425e-01 -3.64844172e-01 -6.94481440e-01 -1.13162971e+00
 -4.01054007e-01 -6.60088696e-01 -2.35733415e+00 -1.03580740e+00
 -1.06337522e+00 -8.27561909e-01 -1.34325742e+00 -1.04316641e+00
 -7.56685112e-01 -1.34049368e+00 -1.07953619e+00 -7.33522034e-01]","[0.66137366 0.71197785 0.81691054 0.89441686 0.94595444 0.73605225
 0.35719905 0.3302661  0.3382022  0.38946986 0.45514964 0.55964211]"
160,pittsburg 3,negative,"[-6.93153590e+02  4.03874724e+01 -2.07858896e+01 -2.11509873e+01
  2.23932325e+01 -2.26064574e+01  5.03419057e+00 -4.61141649e+00
 -3.83587087e-01 -4.81916116e+00  4.63781597e+00 -5.58070649e+00
 -2.59210140e+00  9.58120480e-01 -4.73759618e+00 -3.28284465e+00
 -3.67909808e+00 -2.18670105e+00 -4.53848731e+00 -2.68268183e+00
 -2.86969399e+00 -2.10671285e+00 -1.72645122e+00 -2.92887915e+00
 -1.89708855e-01  6.08872465e-02  8.58859457e-01  7.75249238e-01
  2.93477306e+00  2.90586057e+00  2.92251774e+00  2.96781412e+00
  2.41605235e+00  3.14762618e+00  2.05068313e+00  2.48962339e+00
  3.22730060e+00  2.91710523e+00  1.99245086e+00  2.43777855e+00]","[0.5996166  0.6562085  0.74014583 0.80227212 0.82162411 0.60066947
 0.36571914 0.32390652 0.3580842  0.47677411 0.4936607  0.54359514]"
161,pittsburg 3,negative,"[-6.69837919e+02  5.33002725e+01 -3.08560808e+01 -2.54153932e+01
  2.07480793e+01 -2.74155562e+01  4.26970335e+00 -6.78272482e+00
 -2.37228095e+00 -5.78594540e+00  3.58436276e+00 -5.08838926e+00
 -2.59932955e+00  1.36424063e+00 -3.59821051e+00 -2.96344047e+00
 -3.28923998e+00 -7.23610339e-01 -4.01195650e+00 -2.48307561e+00
 -2.01732503e+00 -1.70644361e+00 -7.11043379e-01 -1.96361404e+00
 -3.27168405e-01  2.19469641e-01  1.02587589e+00  9.33141776e-02
  2.69067570e+00  3.28126336e+00  2.40381747e+00  3.21010090e+00
  3.04368889e+00  3.30752180e+00  1.89052674e+00  2.44958953e+00
  3.49703742e+00  3.13381954e+00  1.69981911e+00  2.21878519e+00]","[0.61008546 0.65354693 0.7455574  0.79740661 0.82127639 0.61072039
 0.40983108 0.38109222 0.42280051 0.54182407 0.54274132 0.55977173]"
162,pittsburg 3,negative,"[-6.08730266e+02  7.03541973e+01 -7.35058836e+01 -4.05198158e+01
  1.13836599e+01 -4.41077702e+01 -3.64331173e+00 -1.59984539e+01
 -1.25576222e+01 -6.88909017e+00  3.89986708e+00 -6.85149818e+00
  1.29279240e-01  7.47479110e+00  1.56453724e+00  2.88800516e+00
  4.71563156e+00  4.91223428e+00  1.79644769e+00  3.87654067e+00
  7.81923888e-01  1.93903503e+00  2.91448578e+00 -1.84308313e+00
  8.67032888e-01  1.87232558e+00 -1.30158208e+00 -2.06610735e+00
  1.61679899e+00 -1.09958543e+00 -2.06871263e+00 -1.47319530e-01
 -1.03761919e+00 -2.06376218e-01 -5.06800606e-01 -8.23643811e-01
  1.82195028e-01  4.48992622e-01 -1.50925881e+00  1.61954308e-01]","[0.62557264 0.66566908 0.74729269 0.79129382 0.8031132  0.62229236
 0.55669231 0.55445831 0.55633305 0.56468549 0.5845754  0.63266581]"
163,pittsburg 3,negative,"[-8.88815510e+02 -4.20871460e+01  3.91533537e+01 -1.52038471e+01
  1.56225061e+01 -2.01007470e+01  2.35188404e+01 -6.02481559e+00
  1.70607764e+01  4.52172657e+00  1.50011714e+00  9.36373055e+00
 -6.72243954e+00  6.27144192e+00  4.20166621e-01  7.02859090e+00
  4.41151583e+00 -6.79417319e+00  4.53459799e+00  4.85409219e+00
  8.10561140e+00 -1.25654639e+00 -2.47693635e+00  3.58978167e+00
 -1.89079416e+00  2.42171439e+00  2.11154738e+00  2.74747355e+00
  3.77775110e+00  5.19243500e-01 -4.88861806e-01 -1.82120377e+00
  4.07219369e+00  4.64376636e+00  1.35160595e+00  1.79617556e+00
  8.20317401e-01 -4.37822101e-01 -8.71926182e-01  2.61047405e+00]","[0.69712672 0.82073277 0.91608152 0.99264781 0.91739625 0.37358021
 0.22861151 0.22020884 0.26115358 0.33768753 0.45003021 0.60528819]"
164,pittsburg 3,negative,"[-8.87382083e+02 -4.10682878e+01  3.82830492e+01 -1.62869858e+01
  1.55861486e+01 -1.94880408e+01  2.35350977e+01 -6.61173268e+00
  1.64997339e+01  3.90416147e+00  7.27902369e-01  8.61398266e+00
 -6.66681308e+00  6.90176239e+00  7.43081345e-01  7.11179740e+00
  4.27121393e+00 -7.19476359e+00  3.72193191e+00  4.10770433e+00
  7.77467013e+00 -1.61207167e+00 -2.76736404e+00  3.41932752e+00
 -1.90936199e+00  2.55593014e+00  2.14841287e+00  2.91145262e+00
  4.18270788e+00  5.50407229e-01 -9.49506880e-01 -2.40485708e+00
  3.38802642e+00  3.81638786e+00  8.48224140e-01  1.61974856e+00
  8.35417416e-01 -5.75499091e-01 -9.83191257e-01  2.94134341e+00]","[0.70216952 0.82010178 0.91478746 0.99377555 0.91654444 0.37526468
 0.23060125 0.22012923 0.26102448 0.34053296 0.45048    0.61252631]"
165,pittsburg 3,negative,"[-5.54384015e+02  1.10653794e+02 -7.28436759e+01 -3.51630374e+01
  3.17651870e+01 -3.89931170e+01 -8.80876174e+00 -3.03760605e+00
 -1.20445497e+01 -1.06047080e+01  7.06721658e+00 -1.53619290e+01
 -9.54063362e+00  1.49126449e-01 -1.14931234e+01 -1.36033797e+01
 -6.70662838e+00 -6.50429549e+00 -1.06135445e+01 -6.64503389e+00
 -7.87697115e+00 -5.43496813e+00 -4.65710467e+00 -6.93757353e+00
 -2.95612311e+00  4.77296308e-01 -1.27208369e+00 -1.08159380e+00
  4.08687162e+00  3.04924423e+00  3.47574599e+00  4.75650931e+00
  4.07473405e+00  3.76557153e+00  2.76051858e+00  2.58412610e+00
  5.01114044e+00  5.70265625e+00  3.75226192e+00  6.50493939e+00]","[0.53310666 0.49643836 0.57772616 0.63023219 0.6777084  0.64272763
 0.48481409 0.42857301 0.48081416 0.61230019 0.55991119 0.52572683]"
166,pittsburg 3,negative,"[-6.62133763e+02  6.12980490e+01 -2.89085064e+01 -2.31862999e+01
  2.55199522e+01 -2.56567864e+01  4.41465221e+00 -6.42832338e+00
 -1.85436261e+00 -6.33308016e+00  1.08372912e+00 -7.38432577e+00
 -4.29894418e+00 -1.95847159e+00 -6.17603196e+00 -4.17437105e+00
 -6.32343651e+00 -3.61724777e+00 -5.55875271e+00 -5.24694713e+00
 -4.45744994e+00 -3.27921499e+00 -2.95346016e+00 -3.81668385e+00
 -5.45823035e-01  8.69443617e-02  9.50376414e-01  3.29153435e-01
  3.44122858e+00  4.19882663e+00  3.03706920e+00  4.13085454e+00
  5.39975594e+00  5.62148234e+00  3.63734205e+00  3.79568438e+00
  4.18014728e+00  3.01337239e+00  1.61795969e+00  2.32066640e+00]","[0.57582644 0.59793367 0.69657486 0.74981089 0.75822522 0.56042229
 0.3824117  0.37829772 0.45619796 0.60051734 0.57130467 0.55904085]"
167,pittsburg 3,negative,"[-8.86954146e+02 -4.06143384e+01  3.88558390e+01 -1.55745089e+01
  1.57828961e+01 -2.00225659e+01  2.29513391e+01 -6.71658593e+00
  1.72541253e+01  5.13046128e+00  1.48579876e+00  8.73130419e+00
 -6.78926159e+00  6.91009395e+00  5.38897996e-01  6.45889989e+00
  3.61554008e+00 -7.80856880e+00  3.80961920e+00  4.71662475e+00
  8.14957581e+00 -1.53894328e+00 -3.23820159e+00  3.14082866e+00
 -1.59019149e+00  2.73266427e+00  1.87506777e+00  2.33647813e+00
  3.67798303e+00  4.77573626e-01 -9.84819454e-01 -2.73214564e+00
  3.08357379e+00  4.06263563e+00  1.26579396e+00  1.53404338e+00
  4.34563684e-01 -4.54602630e-01 -6.38086452e-01  2.78626163e+00]","[0.69948549 0.82038127 0.91643527 0.99263919 0.91235376 0.37279905
 0.23330011 0.22290314 0.26298554 0.34016547 0.45282875 0.60943914]"
168,pittsburg 3,negative,"[-8.87103625e+02 -4.08566399e+01  3.92093311e+01 -1.50197325e+01
  1.58558058e+01 -1.98156768e+01  2.34751083e+01 -6.81725042e+00
  1.61918067e+01  4.11178232e+00  1.27739357e+00  8.97066574e+00
 -6.92044729e+00  6.72789212e+00  3.78284103e-01  6.43172602e+00
  4.26294389e+00 -6.95355493e+00  4.00913614e+00  4.21816438e+00
  7.71318696e+00 -1.80867269e+00 -3.23928881e+00  3.55665854e+00
 -1.49086221e+00  2.69443410e+00  2.37465793e+00  2.87295147e+00
  3.82538856e+00  3.36750320e-01 -7.32935488e-01 -1.99407174e+00
  3.45331633e+00  3.91501508e+00  1.23753887e+00  1.83369478e+00
  6.74150903e-01 -3.39617040e-01 -5.73860477e-01  2.82142927e+00]","[0.69723658 0.81602612 0.91372743 0.99115913 0.92293242 0.38627183
 0.23270503 0.22172901 0.26059277 0.33826466 0.4468339  0.60580049]"
169,pittsburg 3,negative,"[-8.88366400e+02 -4.20439650e+01  3.88561406e+01 -1.55517323e+01
  1.55765212e+01 -1.97617181e+01  2.33409958e+01 -6.95925149e+00
  1.62898325e+01  3.81609376e+00  4.98281263e-01  8.45090449e+00
 -6.58364295e+00  6.91237833e+00  3.70078381e-01  6.71424751e+00
  4.17290900e+00 -7.13107640e+00  4.35806689e+00  5.09234565e+00
  8.04586356e+00 -1.87884004e+00 -3.11628195e+00  3.53933280e+00
 -1.93139384e+00  2.26533941e+00  2.29533369e+00  3.02499873e+00
  3.73870665e+00  8.96532935e-02 -5.18632942e-01 -1.69736354e+00
  3.40985472e+00  3.80831034e+00  1.30986184e+00  2.21671474e+00
  1.09426143e+00 -5.42930982e-01 -1.04860493e+00  2.40706584e+00]","[0.70299582 0.82256298 0.91665235 0.9919892  0.9165765  0.3740315
 0.22886304 0.22141566 0.26134697 0.3382196  0.44908358 0.60777282]"
170,pittsburg 3,negative,"[-8.88913292e+02 -4.20446014e+01  3.80257300e+01 -1.68098606e+01
  1.56882804e+01 -1.98027325e+01  2.24881610e+01 -7.49415940e+00
  1.65075777e+01  5.00518322e+00  1.46043878e+00  8.63849163e+00
 -7.29125481e+00  6.28079089e+00  5.16477565e-01  6.68987515e+00
  3.88847093e+00 -7.19216515e+00  4.32355380e+00  4.75864252e+00
  7.62878348e+00 -2.06764859e+00 -2.91793605e+00  3.56173231e+00
 -1.81271606e+00  2.64876072e+00  2.35739516e+00  3.02078393e+00
  3.67692691e+00  6.13858211e-01 -7.76664443e-02 -1.78919235e+00
  3.51007518e+00  4.06873081e+00  1.60845248e+00  1.80905600e+00
  4.28477103e-01 -4.85068304e-01 -9.74578239e-01  2.33185263e+00]","[0.70163077 0.82350436 0.92048382 0.991968   0.91356361 0.37193897
 0.23063211 0.22113345 0.26249208 0.34072868 0.45197926 0.60638891]"
171,pittsburg 3,negative,"[-8.87841815e+02 -4.10662835e+01  3.90430015e+01 -1.59116418e+01
  1.54330321e+01 -1.96538995e+01  2.30948398e+01 -6.98257649e+00
  1.69343824e+01  5.02064521e+00  1.13985349e+00  8.47796546e+00
 -6.76939590e+00  6.92950035e+00  5.67256161e-01  6.63576826e+00
  4.34938511e+00 -7.26215774e+00  3.79598037e+00  4.52127461e+00
  8.35291775e+00 -1.22912510e+00 -3.15304002e+00  2.93557770e+00
 -1.98776796e+00  2.70151538e+00  2.20111377e+00  2.52164576e+00
  3.49186147e+00  3.74370906e-01 -5.09908981e-01 -2.23862216e+00
  3.44128165e+00  4.33770166e+00  1.49500293e+00  1.77811288e+00
  5.04888617e-01 -3.72736461e-01 -7.16523923e-01  2.31575909e+00]","[0.70133872 0.82150417 0.9159948  0.99289429 0.91756284 0.37411387
 0.23169469 0.22156771 0.26514844 0.34351681 0.4552092  0.6114566 ]"
172,pittsburg 3,negative,"[-8.86326786e+02 -4.01133579e+01  3.97377337e+01 -1.43822283e+01
  1.56252966e+01 -1.97346945e+01  2.41456068e+01 -6.41056168e+00
  1.63891703e+01  3.72181533e+00  6.32928099e-01  8.63099567e+00
 -6.22773007e+00  7.47837372e+00  6.76612830e-01  6.77972453e+00
  4.35338246e+00 -7.24216545e+00  3.88321819e+00  4.49229213e+00
  8.27412944e+00 -1.23032200e+00 -2.76503897e+00  3.67728799e+00
 -1.48600058e+00  2.58627371e+00  1.97099812e+00  3.20259377e+00
  4.80511127e+00  6.27074746e-01 -7.96087543e-01 -2.05470888e+00
  3.52703600e+00  4.30273969e+00  1.54087241e+00  1.99959763e+00
  6.74621926e-01 -7.10097455e-01 -9.74049406e-01  2.65233624e+00]","[0.7000048  0.81428338 0.91153875 0.99233198 0.92015502 0.37828724
 0.23234962 0.22292651 0.26202945 0.3405387  0.45035258 0.610788  ]"
173,pittsburg 3,negative,"[-8.86847202e+02 -4.04929187e+01  3.85345032e+01 -1.64899947e+01
  1.52896069e+01 -1.97879013e+01  2.32796143e+01 -6.93200006e+00
  1.60043235e+01  4.07454989e+00  1.25257278e+00  8.98638514e+00
 -7.06322184e+00  6.25155771e+00  5.67686812e-01  7.03176271e+00
  4.13459776e+00 -7.55164776e+00  4.29009126e+00  4.52886809e+00
  7.33253584e+00 -2.04106887e+00 -2.58723614e+00  3.98070647e+00
 -1.78770608e+00  2.35652545e+00  2.17960914e+00  2.91290080e+00
  3.75541145e+00  1.24449088e-01 -7.68648419e-01 -2.47401877e+00
  3.00346547e+00  3.94436423e+00  1.77700254e+00  2.15637891e+00
  6.77531441e-01 -4.41105395e-01 -6.02478450e-01  2.74902606e+00]","[0.70057152 0.82184974 0.9141771  0.99294487 0.91582933 0.37271035
 0.23170327 0.22395511 0.26382668 0.34167332 0.45255855 0.6061716 ]"
174,pittsburg 3,negative,"[-8.85915907e+02 -3.98676433e+01  3.94249073e+01 -1.52235165e+01
  1.50898308e+01 -2.02105045e+01  2.34774428e+01 -6.51582117e+00
  1.65731565e+01  4.19405770e+00  1.26176359e+00  8.99900298e+00
 -6.67503036e+00  6.73527107e+00  5.11631678e-01  6.73727558e+00
  4.31698711e+00 -7.02222982e+00  4.15729043e+00  4.34925248e+00
  7.94511810e+00 -1.41978501e+00 -2.66513723e+00  3.36279544e+00
 -2.11332506e+00  2.21289311e+00  2.25246721e+00  3.14999720e+00
  4.03282440e+00  3.12649002e-01 -4.94837307e-01 -1.86721857e+00
  3.48775977e+00  3.94357291e+00  1.36364178e+00  1.95032766e+00
  7.00199344e-01 -5.60355130e-01 -6.10954218e-01  2.74460389e+00]","[0.69752459 0.81713909 0.9095245  0.98980262 0.9259629  0.3819493
 0.23317028 0.22329589 0.26354228 0.34121853 0.45109744 0.60932132]"
