,city,class,mfcc,chroma
64,fire 1,positive,"[-434.89950827  133.34234264  -65.97705778    9.06251099   15.43407608
  -11.93336073    4.73817863    5.47747562    9.62673633   10.96437721
   14.50902714   10.76377479    3.39213297    7.7589456     1.80058818
    1.38028303    5.55127467    4.61452002    6.47598744    4.74614245
    8.06996074    7.24174152    2.23788953    3.95979661    0.88512832
    2.22518536    4.32184193    1.03295458    2.26504569    3.35822376
    5.43941081    5.05972002    2.69256266    3.1080947     1.61209496
    3.82423759    4.602172      1.88957973    2.85957303    2.99737327]","[0.61184775 0.60654971 0.62524063 0.64489222 0.68758258 0.80858486
 0.66200626 0.59446235 0.5969795  0.64927634 0.63872019 0.63825936]"
65,fire 1,positive,"[-410.78756914  126.48510743  -63.28252444   -0.98105655   13.85387103
  -11.87139929    6.22600853    7.83915854    6.85517412   11.45354091
   12.70565248    9.08150954    6.21578273    8.36058162    3.76204589
    3.08631638    5.64345033    4.21656456    4.89318138    5.31201607
    7.87822044    7.00765696    3.26417048    2.99317166    1.47752874
    3.77878645    5.40067978    2.86738756    3.65750787    4.02289075
    3.85390804    3.23273726    2.19709049    1.90799359    0.64851652
    2.1932437     3.02417277    1.91556828    2.9302047     3.24351221]","[0.69117368 0.63022698 0.61425324 0.62374984 0.66842542 0.77761945
 0.65775549 0.60061874 0.59472561 0.63294915 0.64215592 0.67721304]"
66,fire 1,positive,"[-440.49169847  130.70677677  -65.98689454    8.12392296   17.54314217
   -7.08304537    7.59665794    5.6363114     6.8159154     7.1068442
   11.32064184    6.58086802    2.70700175   12.32328096    5.81949602
    3.31632656    7.22755843    5.61822628    5.24745045    2.17882315
    5.99536724    5.77245786    2.75667887    5.86126581    3.37865057
    5.38296271    5.47678591    1.30674711    3.65855695    3.78179267
    4.19233677    3.49201753    3.52556799    4.61192894    0.50684858
    2.90591405    4.56145207    1.42090701    2.09744697    1.17585884]","[0.68493652 0.68549171 0.73666082 0.73693869 0.7514601  0.72696294
 0.68730703 0.68205033 0.70754128 0.72764954 0.74818703 0.70083135]"
67,fire 1,positive,"[-3.87602404e+02  1.55309230e+02 -9.03177694e+01 -1.33551351e+01
  2.22474013e+01 -1.37812746e+01  3.69838046e+00  7.40100579e+00
  6.43059286e-01  8.04000004e+00  1.14042073e+01  5.33505387e+00
  5.16575376e+00  1.34816866e+01  8.91201714e+00  2.73333661e+00
  7.19687814e+00  9.38176572e+00  5.45031383e+00  1.68527233e+00
  5.57414295e+00  6.77671241e+00  2.30826390e+00  3.26540699e+00
  3.92694963e+00  3.50797965e+00  4.17134340e+00  2.93266187e+00
  3.64041143e+00  4.35818381e+00  2.14015744e+00  7.59348765e-01
  2.83103038e+00  3.57960710e+00  1.09849181e+00  2.06984626e+00
  3.13262934e+00  5.20976849e-01 -8.89613544e-03  1.53775118e+00]","[0.58865198 0.59680246 0.67257554 0.66721386 0.66087142 0.65609666
 0.64275534 0.65021486 0.67247843 0.69960344 0.69872238 0.6591602 ]"
68,fire 1,positive,"[-4.07179770e+02  1.57998860e+02 -8.65709122e+01 -7.07988809e+00
  2.22942715e+01 -1.56672888e+01  4.08206685e+00  8.33322880e+00
  1.34054639e+00  8.20712868e+00  1.18625256e+01  5.45240902e+00
  5.14461334e+00  1.30917079e+01  8.55112665e+00  3.20111885e+00
  6.84168789e+00  8.54386009e+00  4.18608346e+00  1.28967689e+00
  5.83224200e+00  5.24560775e+00  2.89360650e+00  4.38163947e+00
  3.29335960e+00  4.81941057e+00  3.74367586e+00  1.54390387e+00
  4.18332852e+00  4.78625772e+00  4.37982271e+00  2.72844976e+00
  3.27420412e+00  3.84291050e+00 -9.84401222e-01  3.00621249e-01
  2.45256298e+00 -5.53264797e-02  7.64687902e-01  1.71479062e+00]","[0.61765688 0.61661792 0.67642261 0.68868238 0.67035179 0.66448832
 0.64035418 0.61999948 0.68003558 0.72377556 0.71325293 0.66312301]"
69,fire 1,positive,"[-402.0451406   154.01035646  -84.54491685   -9.26282873   22.84104288
  -13.44930585    1.43936521    6.69780212    1.82099848    7.05075922
   12.21403362    6.12889875    3.99866229   13.45647376    8.21790981
    1.82947897    7.70752043    9.13562651    4.04169938    0.90021122
    5.34421524    6.65341991    4.18100806    5.96537519    5.87393198
    5.80838133    4.98499296    2.39665201    3.44585735    3.77409835
    1.75115995    0.49098176    1.9899057     1.9947838    -0.63521925
    1.44973457    2.74179297    0.40946315    0.73363916    2.2993455 ]","[0.59615614 0.60087342 0.66480189 0.65974559 0.66077407 0.635368
 0.61250701 0.6053279  0.65309049 0.68444126 0.67070746 0.64237773]"
70,fire 1,positive,"[-4.01473872e+02  1.43540749e+02 -8.08447442e+01 -1.32871714e+01
  2.59014996e+01 -8.07580429e+00  9.23841672e-02  1.00780060e+01
  5.67332035e+00  7.29588860e+00  1.37860560e+01  5.76404482e+00
  2.93742651e+00  1.41832493e+01  8.13568610e+00  9.87328026e-01
  5.85719922e+00  7.87059598e+00  5.27439825e+00  2.23614362e+00
  6.04534472e+00  7.05618521e+00  3.16613172e+00  3.29527972e+00
  2.72193958e+00  3.14524080e+00  2.60249937e+00  1.32278670e+00
  3.58996055e+00  3.05632678e+00  8.03315629e-01 -1.60872270e-01
  1.75523167e+00  3.62937651e+00  1.76870338e+00  3.85910710e+00
  5.90699007e+00  2.27352299e+00  3.83094801e-01  2.57652622e+00]","[0.55821481 0.58608555 0.67083566 0.64273235 0.64202387 0.63947476
 0.6279662  0.62267075 0.66236955 0.69634698 0.70531674 0.65111837]"
71,fire 1,positive,"[-4.20656608e+02  1.52637284e+02 -7.98021409e+01 -5.76970586e+00
  2.67409552e+01 -8.33529275e+00  3.57095488e-01  1.00197303e+01
  7.98937311e+00  5.28873694e+00  1.17035079e+01  5.78740189e+00
  1.57255605e+00  1.29834746e+01  6.17035452e+00  5.98157049e-01
  6.16367598e+00  6.82594055e+00  6.36549800e+00  3.72898374e+00
  5.72571877e+00  6.34593436e+00  3.69800415e+00  4.04132788e+00
  1.98632654e+00  3.81428191e+00  3.05052157e+00 -7.39707814e-01
  1.60780501e+00  1.19357025e+00 -4.49025894e-01 -3.97533608e-01
  1.89661188e+00  3.67592570e+00  6.48389974e-02  2.53924634e+00
  5.78875722e+00  2.73421141e+00  2.52645102e+00  4.03528423e+00]","[0.6190193  0.54972995 0.58934836 0.62438106 0.61643139 0.66447363
 0.60554123 0.58564789 0.62557505 0.64284273 0.65923861 0.64073388]"
72,fire 1,positive,"[-426.84178607  141.71671933  -73.21707905    3.5786734    17.54936236
   -7.97046681    5.62246565    2.09352714    4.7585442     6.89124778
    9.95443438    6.20736522    4.33155615   13.65514081    6.56858688
    4.11139853    8.50308675    6.9937972     6.01671043    2.32369231
    6.28086347    6.86356147    3.30221289    5.802328      4.29203198
    6.32020943    5.34354516    0.52153797    2.47697682    2.02668931
    1.84772622    1.98076495    3.58196601    5.44631353    1.42602913
    3.10840642    3.92136991    0.97042262    2.43918741    1.85575676]","[0.70094795 0.70272348 0.73187624 0.72279335 0.72103544 0.69212518
 0.68385312 0.69993063 0.72965438 0.73919343 0.76264421 0.72075392]"
73,fire 1,positive,"[-4.11418405e+02  1.39363870e+02 -6.99931286e+01 -5.58196841e+00
  1.97220787e+01 -9.00797639e+00  2.57820477e+00  5.92027764e+00
  2.98415325e+00  6.31012390e+00  1.22819234e+01  6.10542592e+00
  3.71571440e+00  1.40729286e+01  7.93795275e+00  2.63321031e+00
  8.22648157e+00  8.14167955e+00  4.19154835e+00  2.07765229e+00
  6.05069256e+00  4.97040523e+00  2.53967867e+00  5.91494863e+00
  4.76988221e+00  6.16696682e+00  6.34123336e+00  1.61255939e+00
  2.44234153e+00  2.54802817e+00  4.05678440e-01  1.86174019e-01
  2.26594475e+00  3.26781569e+00  1.34248203e+00  3.21315572e+00
  3.91864401e+00  2.03183911e+00  2.53576656e+00  1.49685498e+00]","[0.68975313 0.69447796 0.69997409 0.69842175 0.71418184 0.70378371
 0.71133725 0.68668487 0.68642287 0.7162032  0.73018662 0.69201998]"
74,fire 1,positive,"[-3.80568243e+02  1.70921378e+02 -9.31821697e+01 -2.29940060e+01
  2.24046829e+01 -1.53492700e+01 -2.28787265e+00  5.87779311e+00
 -1.29341690e+00  7.43494320e+00  1.30787907e+01  2.76646359e+00
  4.14699980e+00  1.67841057e+01  1.03022050e+01  2.19128747e+00
  8.37573791e+00  1.17473138e+01  5.33792449e+00  1.78987122e+00
  7.58741560e+00  6.67572935e+00  2.72539208e+00  4.59138606e+00
  3.98862368e+00  5.21272670e+00  4.86272467e+00  9.71109723e-01
  2.39324336e+00  3.22680650e+00  1.66322722e-01 -1.49399629e+00
  1.74604485e+00  3.41995997e+00 -2.84780011e-01  1.43881913e+00
  4.13498310e+00  7.95531643e-01  4.68862283e-01  2.75945347e+00]","[0.60380525 0.61918476 0.63461596 0.63344453 0.65685108 0.66182327
 0.67503406 0.6897645  0.71894366 0.74092335 0.71932283 0.66133567]"
75,fire 1,positive,"[-3.55350092e+02  1.67486299e+02 -9.43885220e+01 -3.16413211e+01
  1.96854266e+01 -1.78328316e+01 -4.29071328e+00  8.27143722e+00
 -1.07469203e+00  8.68276694e+00  1.64250222e+01  3.86548727e+00
  1.54988156e+00  1.40306753e+01  9.15629590e+00 -5.99501726e-01
  6.88298623e+00  1.20049091e+01  6.17858267e+00  6.47286453e+00
  1.10345530e+01  6.48116072e+00  2.90027397e+00  5.44430706e+00
  4.48164203e+00  4.56578367e+00  4.03422057e+00  2.62304822e-01
  2.36106486e+00  4.57455519e+00 -4.71319323e-01 -2.71884141e+00
  2.03421004e+00  2.70946509e+00 -1.52921364e+00  2.91268411e-01
  2.92625929e+00  2.45178310e-01 -1.04448372e-01  2.33089957e+00]","[0.49936991 0.50839463 0.53771616 0.54128725 0.59410343 0.60888057
 0.65012762 0.61117491 0.57125063 0.5785212  0.58346922 0.53912867]"
76,fire 1,positive,"[-3.46379419e+02  1.74066161e+02 -9.59829717e+01 -3.10792533e+01
  2.21866901e+01 -1.61674496e+01 -3.79194256e+00  8.05356784e+00
 -2.26759253e+00  7.74916924e+00  1.45451263e+01  2.61458933e+00
  2.96531699e+00  1.60738154e+01  9.07845884e+00 -1.18923695e+00
  7.28541751e+00  1.28848623e+01  5.65524086e+00  4.91735460e+00
  1.03422061e+01  7.52465312e+00  3.81922801e+00  5.47562083e+00
  3.80916350e+00  4.00987706e+00  4.01556885e+00  4.54075125e-01
  2.05279661e+00  4.91023405e+00  2.70087874e-01 -2.42918785e+00
  1.55754227e+00  2.05122488e+00 -2.05195954e+00  4.12944317e-01
  3.30440158e+00  4.96771909e-01  4.01485902e-02  2.61689827e+00]","[0.52139568 0.54772322 0.58396416 0.58742673 0.63646655 0.65070588
 0.64393371 0.63228248 0.63748029 0.65832184 0.64169752 0.57573321]"
77,fire 1,positive,"[-3.54909717e+02  1.59786690e+02 -8.63679109e+01 -2.34310003e+01
  1.90520839e+01 -1.77564192e+01 -2.18188714e+00  1.10624973e+01
  1.22014709e+00  7.78483086e+00  1.56348708e+01  6.84410335e+00
  2.61719258e+00  1.18988423e+01  8.86088533e+00  1.22698992e+00
  4.92683664e+00  7.35672672e+00  2.95715878e+00  4.30549058e+00
  9.61431892e+00  7.63011694e+00  4.50546315e+00  6.63802478e+00
  4.95426411e+00  3.73352133e+00  3.60740107e+00  1.44795598e+00
  2.03894260e+00  3.43996957e+00  3.29626725e-01 -1.19312329e+00
  2.56083192e+00  3.92831085e+00 -3.24195450e-01  1.98638785e-01
  2.18990472e+00  1.11627798e-01 -2.85220222e-01  1.70469186e+00]","[0.53282773 0.54573935 0.58986624 0.60428394 0.61602666 0.59050294
 0.60419381 0.5696466  0.5378628  0.56690964 0.59777436 0.57507138]"
78,fire 1,positive,"[-3.48464772e+02  1.56192846e+02 -8.88902215e+01 -2.22979196e+01
  2.22537079e+01 -1.75629348e+01 -2.19690421e+00  9.91781495e+00
 -1.23269164e-01  8.43844839e+00  1.39056752e+01  4.48646660e+00
  3.80894960e+00  1.52436518e+01  1.15626945e+01  5.17724131e-01
  5.54710781e+00  1.00786467e+01  2.51609698e+00  1.81773377e+00
  6.92545293e+00  4.68778749e+00  2.29548434e+00  5.31588935e+00
  6.28889746e+00  6.69881259e+00  5.80515517e+00  2.74826013e+00
  3.00702854e+00  3.74141180e+00 -4.73943326e-01 -2.00134112e+00
  2.47866129e+00  3.34569806e+00 -4.29036935e-01  9.74097840e-01
  2.53739334e+00 -1.93988197e-01 -2.01673263e-01  2.04665097e+00]","[0.54456641 0.53173579 0.56646348 0.5533867  0.56213497 0.57421637
 0.59886803 0.61259495 0.58620309 0.59792793 0.60736456 0.60863848]"
79,fire 1,positive,"[-3.63002069e+02  1.54170978e+02 -8.32453006e+01 -1.87562100e+01
  2.27237031e+01 -1.55953788e+01 -2.88794424e+00  1.10285828e+01
  1.18904064e+00  5.34134445e+00  1.50316258e+01  5.90016011e+00
  7.36661330e-01  1.32106492e+01  9.44464142e+00 -5.34570465e-01
  6.01551587e+00  1.01968746e+01  3.77626022e+00  3.86700271e+00
  9.74986707e+00  7.26575875e+00  4.80552277e+00  8.73502450e+00
  6.70291539e+00  4.16537368e+00  3.16359500e+00  3.23083792e-01
  8.86502745e-01  1.40305824e+00 -1.30267470e+00 -8.39030897e-01
  2.80086788e+00  2.77571960e+00 -5.56341730e-01  1.68025626e+00
  3.49266698e+00 -2.04837921e-01 -7.64530389e-01  2.49216629e+00]","[0.54274615 0.56852508 0.6247676  0.60506217 0.60518604 0.58241766
 0.57548598 0.59309793 0.59562803 0.56757682 0.57228871 0.57118986]"
80,fire 1,positive,"[-3.51158054e+02  1.69439147e+02 -9.19124817e+01 -2.66171915e+01
  2.39456887e+01 -1.87897860e+01 -5.55829968e+00  1.15034572e+01
 -2.09848755e+00  4.04673155e+00  1.51188386e+01  4.39352040e+00
  1.38410864e+00  1.55422042e+01  1.09609348e+01 -1.72422529e-02
  7.15902246e+00  1.29216328e+01  5.58986216e+00  4.57797885e+00
  1.11645336e+01  8.45349368e+00  1.83812161e+00  2.95349293e+00
  3.37346640e+00  4.61013499e+00  4.16516618e+00 -7.18407979e-01
  5.20667293e-01  3.50010499e+00 -6.81996358e-01 -1.16262403e+00
  2.85977017e+00  1.49512292e+00 -2.14732163e+00  1.36974355e+00
  3.97593811e+00  6.09943388e-01  7.33698946e-01  3.99112768e+00]","[0.55936194 0.54358927 0.59193711 0.61907424 0.64764056 0.63819487
 0.601407   0.58216503 0.61139526 0.64393622 0.63744031 0.59792323]"
81,fire 1,positive,"[-4.04645449e+02  1.52510776e+02 -7.48373221e+01 -6.26686220e+00
  1.97966307e+01 -9.34801803e+00  2.18582295e+00  6.91529643e+00
  4.54115369e+00  6.65467117e+00  1.33450222e+01  7.62276934e+00
  2.48635809e+00  1.37091791e+01  8.07042360e+00  8.12300667e-01
  6.40056368e+00  1.00738667e+01  6.17694058e+00  1.55450177e+00
  6.23009040e+00  6.59114195e+00  1.63649435e+00  3.09587389e+00
  1.94877475e+00  4.62822136e+00  4.91166657e+00  1.62363757e+00
  4.29952032e+00  5.01281010e+00  2.28059597e+00  3.60070551e-01
  1.79889751e+00  3.72214601e+00 -3.93277129e-01  1.90729835e+00
  4.41225194e+00  9.02213588e-01  9.40183157e-01  2.55272877e+00]","[0.61226743 0.57771443 0.63029512 0.67229564 0.66338952 0.68672137
 0.66088309 0.60754781 0.6200624  0.65894366 0.69557368 0.68657926]"
82,fire 1,positive,"[-3.75698031e+02  1.64914303e+02 -8.58187089e+01 -1.93445113e+01
  2.01361805e+01 -1.68232373e+01 -2.12170347e+00  9.91792265e+00
  1.17642159e+00  6.49630625e+00  1.52058803e+01  6.92097619e+00
  3.98471408e+00  1.69616722e+01  1.17622295e+01  9.95509585e-01
  6.26594684e+00  9.93737445e+00  2.30582778e+00  2.36843117e-01
  6.72324398e+00  5.24782788e+00  1.61098567e+00  4.60663056e+00
  4.02873192e+00  5.75271488e+00  5.66268415e+00  1.52232429e+00
  3.19244069e+00  4.96113765e+00  1.59910618e+00 -8.67872904e-02
  2.60693079e+00  3.17301783e+00 -1.36919247e+00  1.01590228e+00
  3.98894707e+00  1.24740713e-01 -6.65921417e-02  2.73248848e+00]","[0.65251351 0.63077001 0.65628762 0.65130259 0.672798   0.67688301
 0.65146991 0.6362081  0.65395559 0.70607771 0.72516748 0.69038163]"
83,fire 1,positive,"[-4.07306034e+02  1.39626337e+02 -7.08295559e+01 -1.61965208e+00
  1.99990740e+01 -6.37689776e+00  4.88781494e+00  6.53647167e+00
  4.53555163e+00  6.49093346e+00  1.26755602e+01  6.50741189e+00
  2.00928936e+00  1.37298972e+01  7.78869077e+00  1.74599797e+00
  6.30935018e+00  7.28260761e+00  4.63454256e+00  1.86417498e+00
  6.80985990e+00  6.87503223e+00  2.64906030e+00  5.78164240e+00
  3.91594418e+00  4.85536051e+00  5.50597864e+00  1.67865290e+00
  2.91074349e+00  3.18691170e+00  1.20830660e+00  1.13025445e+00
  2.99838703e+00  3.51024898e+00 -2.19270611e-01  2.42514878e+00
  4.06777675e+00  1.05916448e+00  1.11702426e+00  1.84257559e+00]","[0.67332124 0.68586515 0.72840083 0.73611247 0.75404443 0.73150663
 0.70181733 0.70785662 0.72413521 0.72842923 0.75368704 0.71766039]"
84,fire 1,positive,"[-3.86824947e+02  1.41347828e+02 -7.53939132e+01 -6.68931750e+00
  1.76758347e+01 -1.15216587e+01  4.39964240e+00  8.51170356e+00
  3.80391727e+00  7.08649812e+00  1.23193936e+01  7.15406482e+00
  2.74261492e+00  1.15863460e+01  7.47621354e+00  1.42467595e+00
  6.69955923e+00  9.34669041e+00  4.80310837e+00  2.96018882e+00
  8.00601788e+00  6.70322727e+00  3.51945344e+00  5.94006767e+00
  3.94003794e+00  4.61863190e+00  3.66525730e+00  1.47199640e-01
  2.01879957e+00  2.67491981e+00  1.11725046e+00  2.69724411e-01
  2.19777727e+00  4.41035260e+00  9.25721028e-01  2.27639359e+00
  4.17637169e+00  9.98647055e-01  1.28423430e+00  2.72508946e+00]","[0.68413736 0.66656666 0.70415118 0.74183736 0.73052753 0.72856295
 0.71078414 0.68379864 0.69589131 0.70059966 0.73350669 0.72343295]"
85,fire 1,positive,"[-4.00156421e+02  1.39589420e+02 -6.72356036e+01 -3.22082502e+00
  1.78045261e+01 -8.76604831e+00  3.27392300e+00  6.56216157e+00
  3.01293595e+00  5.28790976e+00  1.25973951e+01  6.16549417e+00
  2.25183702e+00  1.34903340e+01  6.92900152e+00  1.08890440e+00
  5.83683874e+00  7.63731819e+00  5.72421261e+00  2.55882139e+00
  7.12786404e+00  7.87361299e+00  3.81737710e+00  5.43271919e+00
  3.94391574e+00  5.50573406e+00  4.07786012e+00 -3.04777173e-01
  2.83400536e+00  4.38857797e+00  2.64008898e+00  1.43635815e+00
  2.28987845e+00  3.06543846e+00 -2.62896276e-01  2.34824225e+00
  3.75260079e+00  5.86592181e-01  1.07143757e+00  1.97458702e+00]","[0.62682527 0.66257502 0.72087762 0.70109947 0.70369186 0.67375869
 0.63387381 0.6263685  0.66622329 0.68936876 0.69185113 0.64137903]"
86,fire 1,positive,"[-4.31939973e+02  1.26941803e+02 -5.63743180e+01  1.35189320e+01
  1.23640880e+01 -8.93863824e+00  6.49366769e+00  4.18724749e+00
  1.04336488e+01  1.20530838e+01  1.51217326e+01  1.19802698e+01
  3.88417248e+00  7.65722393e+00  7.29690237e-01  6.77711697e-01
  4.18009554e+00  3.42142514e+00  6.44420563e+00  5.39962846e+00
  8.86131265e+00  8.35596726e+00  3.07520817e+00  4.38682055e+00
  5.35509574e-01  2.66260186e+00  3.96547398e+00  7.12286838e-01
  3.48579890e+00  4.60205385e+00  5.24942625e+00  4.44518315e+00
  1.74489525e+00  1.58946465e+00 -2.25416554e-01  3.42744738e+00
  3.97764631e+00  1.67885520e+00  3.57000200e+00  2.70384538e+00]","[0.59134515 0.59524498 0.61528517 0.62756955 0.67503228 0.8092424
 0.64722044 0.5661502  0.57138544 0.60877119 0.6268875  0.62959782]"
87,fire 1,positive,"[-4.04239829e+02  1.35186904e+02 -6.94788776e+01  7.19133960e+00
  1.55876459e+01 -1.43662466e+01  6.21707403e+00  5.36137370e+00
  7.76812825e+00  1.48563993e+01  1.46297561e+01  1.15576383e+01
  5.41060321e+00  6.16833010e+00  2.33769171e+00  1.11520318e+00
  3.99133681e+00  4.49197829e+00  6.07596424e+00  6.51338746e+00
  8.48558847e+00  7.67761530e+00  3.53097595e+00  3.09089069e+00
  5.96284648e-01  2.28753652e+00  3.74652147e+00  1.14984341e+00
  2.32525009e+00  3.93334048e+00  4.39428935e+00  4.17796484e+00
  1.87814037e+00  7.80439939e-01  1.04212037e-01  2.35165057e+00
  3.09380150e+00  1.88880782e+00  2.69784218e+00  3.28251343e+00]","[0.59441679 0.59096333 0.59238136 0.6182617  0.66300147 0.8301125
 0.67840882 0.60324261 0.59667452 0.62903659 0.61809964 0.61691806]"
88,fire 1,positive,"[-429.13634949  145.58557973  -65.5213091     7.59358046   19.99261728
   -5.8284592     2.57289301    3.98075509    7.1621007     5.01073552
   11.44949634    6.61513269    0.99864846   13.83466359    5.33301659
    0.74725329    6.15729852    6.21275171    5.66781798    3.0619977
    7.85915438    8.09897018    3.87261901    6.38985814    2.50477875
    4.79791757    4.82212509    0.45710625    3.17673423    2.58455584
    1.04943618    1.33344384    2.52802691    3.74796394   -0.45885269
    2.74920898    3.94570909    0.49228729    2.35383654    3.05894464]","[0.65328764 0.66156905 0.72544163 0.70978604 0.72269615 0.70213772
 0.67031969 0.66393836 0.70249868 0.73424507 0.73834234 0.71422936]"
89,fire 1,positive,"[-418.19685696  130.89297896  -59.49439766    4.81784958   17.4118012
   -5.17747628    2.87781867    4.45386191    7.00664209    4.23875351
   10.62292703    7.77988328    2.13109404   14.0126073     7.69741314
    1.92497098    6.96306904    7.49575527    5.04460999    1.81331147
    6.65328581    6.44171732    2.34247568    6.32255403    4.06817173
    4.34363822    3.89122125    0.49314375    3.066608      3.84517117
    3.16522662    2.30720966    2.90090156    4.41209406    0.61679118
    3.00596814    4.59632976    1.34329926    2.21997081    2.68657423]","[0.73328481 0.71238009 0.73633677 0.75689839 0.74596875 0.73859372
 0.71183957 0.68549399 0.68656701 0.75165941 0.78403526 0.77757075]"
90,fire 1,positive,"[-3.78940993e+02  1.56572430e+02 -8.30099328e+01 -1.49625491e+01
  2.26058275e+01 -1.12737703e+01 -2.27599238e+00  7.31759244e+00
  2.63517764e+00  6.20162898e+00  1.39487052e+01  5.37976998e+00
  1.38830086e+00  1.43740714e+01  9.45306040e+00  2.51457428e+00
  7.97430690e+00  1.04107607e+01  5.12163123e+00  1.57117562e+00
  6.66147011e+00  6.41199194e+00  2.01291069e+00  4.39477472e+00
  3.34304322e+00  4.71038924e+00  4.27896746e+00  1.40174364e-02
  2.41462077e+00  4.36934410e+00  8.54387936e-01  1.59684195e-01
  3.91856847e+00  4.17215233e+00 -3.70864211e-01  2.94298222e+00
  4.94728493e+00  9.89361370e-01  1.08179771e+00  2.56437900e+00]","[0.65886346 0.61703195 0.65082744 0.68980511 0.67997481 0.69389687
 0.70477739 0.70142992 0.70813446 0.74143954 0.75846498 0.71761485]"
91,fire 1,positive,"[-3.75191547e+02  1.48770196e+02 -7.61766493e+01 -1.53383063e+01
  2.01960458e+01 -9.67140678e+00 -1.06503837e+00  6.81262248e+00
  2.46212885e+00  6.83031039e+00  1.44157292e+01  4.43866074e+00
  2.48914204e-01  1.42728273e+01  7.83782426e+00 -9.55289704e-01
  7.53471074e+00  1.22305532e+01  7.26738535e+00  5.05058786e+00
  9.74282678e+00  7.61312124e+00  2.11641964e+00  4.08074278e+00
  3.12438299e+00  3.84490552e+00  3.35047453e+00 -3.35331325e-01
  2.14167568e+00  3.49125312e+00 -1.53616724e-01 -5.09155869e-01
  2.91505761e+00  2.88799647e+00 -9.41922524e-01  2.84064790e+00
  5.13845437e+00  6.37517401e-01  1.08199145e+00  3.30096331e+00]","[0.58401819 0.59023346 0.64309554 0.6692575  0.69798468 0.72653294
 0.70980054 0.68321339 0.68205269 0.67494225 0.67102826 0.61989098]"
92,fire 1,positive,"[-3.98297581e+02  1.41696087e+02 -7.03097057e+01 -3.74149298e+00
  1.68524692e+01 -7.48151388e+00  4.51773294e+00  5.29400665e+00
  4.14854514e+00  6.74350859e+00  1.16078794e+01  5.05527956e+00
  1.58903998e+00  1.41222231e+01  8.67899076e+00  2.63754535e+00
  7.24694635e+00  8.35181793e+00  5.30455475e+00  2.80357725e+00
  8.10512258e+00  7.10064195e+00  1.74952220e+00  4.47493904e+00
  3.04145856e+00  4.47060754e+00  4.37267522e+00  3.24095992e-01
  2.52844916e+00  3.50259870e+00  1.85434084e+00  1.34395786e+00
  2.65467082e+00  3.57142566e+00  3.30039221e-01  2.58480810e+00
  3.81012652e+00  9.48396443e-01  1.48173790e+00  2.49399670e+00]","[0.65777485 0.65121921 0.6973312  0.70159437 0.74379861 0.74004757
 0.70689449 0.69531082 0.72845241 0.74138151 0.75327405 0.70913613]"
93,fire 1,positive,"[-3.70740004e+02  1.51618892e+02 -8.21580868e+01 -9.88077877e+00
  2.21177676e+01 -1.45417205e+01 -4.31222648e-01  6.18858850e+00
  6.56968804e-01  7.42244017e+00  1.10153874e+01  4.09744631e+00
  4.84134864e+00  1.40386332e+01  7.45267244e+00  2.26717732e+00
  8.30106981e+00  1.08216844e+01  6.35432050e+00  3.67474850e+00
  7.24252279e+00  5.69719223e+00  1.36244768e+00  4.44565197e+00
  4.86139636e+00  4.84821166e+00  3.66824323e+00  7.34406431e-01
  2.14483127e+00  3.42241765e+00  1.26248436e+00  1.24007246e-01
  2.03150676e+00  2.93315146e+00  3.20581746e-01  2.59959919e+00
  3.75052360e+00  8.01241625e-01  1.24456816e+00  2.37763952e+00]","[0.63277405 0.63056327 0.65524465 0.6370763  0.64235101 0.67154098
 0.67924697 0.65572978 0.67007482 0.71466957 0.71807134 0.68574399]"
94,fire 1,positive,"[-4.19550412e+02  1.46470165e+02 -6.54666739e+01  4.97008545e-01
  1.70914237e+01 -4.16379647e+00  4.12839814e+00  4.09751438e+00
  6.16968458e+00  4.93783997e+00  1.10123162e+01  6.43171819e+00
  1.36111378e+00  1.32624425e+01  5.50270619e+00  1.32012900e+00
  6.68503612e+00  6.84977383e+00  6.16382495e+00  4.32052603e+00
  9.45085926e+00  8.84055760e+00  3.61138822e+00  5.67966309e+00
  2.16761719e+00  4.38290604e+00  4.31691154e+00 -4.43749453e-02
  2.63229663e+00  2.43031406e+00  8.67822232e-01  7.27317974e-01
  1.83736647e+00  3.70675574e+00 -9.42987063e-02  2.56426191e+00
  4.52019527e+00  1.76560485e+00  1.84073889e+00  2.14561508e+00]","[0.67101371 0.64979127 0.68498427 0.69701813 0.71059798 0.72257537
 0.69480878 0.65994696 0.67283728 0.68951375 0.71976764 0.72957555]"
95,fire 1,positive,"[-413.12220284  118.12573543  -49.87107101   -0.48478587   15.38301248
   -2.83262526    5.93039676    8.65966496    7.47106706    5.15184169
   10.51812935    7.14925258    2.37499223   11.20265514    6.96539739
    2.94730385    5.8476495     5.66373091    5.41121698    4.50837184
    7.9860397     7.00327098    2.93355883    4.76873281    2.74947757
    3.80358952    4.62778737    1.8962657     3.04519955    2.52559569
    1.73349388    2.47531325    3.62830723    4.28848904    1.34537739
    2.87485739    3.81488205    1.39261825    2.23837223    2.9399953 ]","[0.6761625  0.65945092 0.71544226 0.70730492 0.73256609 0.70645121
 0.6597066  0.65255359 0.66491891 0.6808014  0.70295915 0.74599251]"
